,Date,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Provinsi
0,2023-01-06,36.59,33.47,35.0,Nusa Tenggara Barat
1,2023-01-07,39.79,30.86,44.72,Nusa Tenggara Barat
2,2023-01-08,41.6,31.58,44.72,Nusa Tenggara Barat
3,2023-01-10,3.0,4.96,770.0,Nusa Tenggara Barat
4,2023-01-11,42.43,35.33,40.0,Nusa Tenggara Barat
5,2023-01-12,45.0,35.33,40.0,Nusa Tenggara Barat
6,2023-01-13,41.35,36.15,40.0,Nusa Tenggara Barat
7,2023-01-14,41.35,36.15,40.0,Nusa Tenggara Barat
8,2023-01-15,45.0,36.15,40.0,Nusa Tenggara Barat
9,2023-01-16,45.0,39.69,40.0,Nusa Tenggara Barat
10,2023-01-17,45.0,39.69,40.0,Nusa Tenggara Barat
11,2023-01-18,45.0,39.69,40.0,Nusa Tenggara Barat
12,2023-01-19,45.0,39.69,40.0,Nusa Tenggara Barat
13,2023-01-20,45.0,39.69,40.0,Nusa Tenggara Barat
14,2023-01-21,45.0,39.69,40.0,Nusa Tenggara Barat
15,2023-01-22,45.0,38.06,40.0,Nusa Tenggara Barat
16,2023-01-23,45.0,38.06,40.0,Nusa Tenggara Barat
17,2023-01-24,40.0,36.15,40.0,Nusa Tenggara Barat
18,2023-01-25,40.0,38.06,40.0,Nusa Tenggara Barat
19,2023-01-26,37.42,34.26,40.0,Nusa Tenggara Barat
20,2023-01-27,37.42,34.26,40.0,Nusa Tenggara Barat
21,2023-01-28,37.42,34.26,40.0,Nusa Tenggara Barat
22,2023-01-29,37.42,34.26,40.0,Nusa Tenggara Barat
23,2023-01-30,36.59,32.17,40.0,Nusa Tenggara Barat
24,2023-01-31,36.59,8.23,40.0,Nusa Tenggara Barat
25,2023-02-01,38.06,29.81,40.0,Nusa Tenggara Barat
26,2023-02-02,39.9,33.16,42.9,Nusa Tenggara Barat
27,2023-02-03,40.75,31.68,42.9,Nusa Tenggara Barat
28,2023-02-04,40.8,29.38,41.91,Nusa Tenggara Barat
29,2023-02-05,40.12,29.66,43.09,Nusa Tenggara Barat
30,2023-02-06,38.53,32.05,43.09,Nusa Tenggara Barat
31,2023-02-07,41.56,31.42,43.59,Nusa Tenggara Barat
32,2023-02-08,40.88,32.17,43.09,Nusa Tenggara Barat
33,2023-02-09,40.88,32.17,43.09,Nusa Tenggara Barat
34,2023-02-10,39.69,32.17,43.09,Nusa Tenggara Barat
35,2023-02-11,40.88,32.17,40.0,Nusa Tenggara Barat
36,2023-02-12,40.88,31.19,43.09,Nusa Tenggara Barat
37,2023-02-13,41.79,30.76,41.21,Nusa Tenggara Barat
38,2023-02-14,42.73,29.63,20.77,Nusa Tenggara Barat
39,2023-02-15,42.73,32.45,41.21,Nusa Tenggara Barat
40,2023-02-16,42.1,33.9,39.49,Nusa Tenggara Barat
41,2023-02-17,40.4,32.45,41.29,Nusa Tenggara Barat
42,2023-02-18,40.4,32.35,41.29,Nusa Tenggara Barat
43,2023-02-19,40.4,32.35,41.29,Nusa Tenggara Barat
44,2023-02-20,40.4,31.73,41.29,Nusa Tenggara Barat
45,2023-02-21,38.33,31.73,40.0,Nusa Tenggara Barat
46,2023-02-22,39.53,29.59,40.0,Nusa Tenggara Barat
47,2023-02-23,39.53,29.59,40.0,Nusa Tenggara Barat
48,2023-02-24,39.53,29.59,40.0,Nusa Tenggara Barat
49,2023-02-25,39.53,30.18,40.0,Nusa Tenggara Barat
50,2023-02-26,39.53,29.99,40.0,Nusa Tenggara Barat
51,2023-02-27,39.53,29.59,40.0,Nusa Tenggara Barat
52,2023-02-28,42.13,29.22,40.0,Nusa Tenggara Barat
53,2023-03-01,44.81,33.73,40.0,Nusa Tenggara Barat
54,2023-03-02,41.6,33.83,40.0,Nusa Tenggara Barat
55,2023-03-03,42.86,33.94,40.0,Nusa Tenggara Barat
56,2023-03-04,42.86,33.26,40.0,Nusa Tenggara Barat
57,2023-03-05,40.75,31.59,40.0,Nusa Tenggara Barat
58,2023-03-06,40.75,30.7,40.0,Nusa Tenggara Barat
59,2023-03-07,41.32,31.12,40.0,Nusa Tenggara Barat
60,2023-03-08,39.97,30.92,40.0,Nusa Tenggara Barat
61,2023-03-09,37.37,32.63,40.0,Nusa Tenggara Barat
62,2023-03-10,35.74,32.63,40.0,Nusa Tenggara Barat
63,2023-03-11,35.74,32.63,40.0,Nusa Tenggara Barat
64,2023-03-12,35.74,32.63,40.0,Nusa Tenggara Barat
65,2023-03-13,37.06,29.87,40.0,Nusa Tenggara Barat
66,2023-03-14,37.53,29.87,12.65,Nusa Tenggara Barat
67,2023-03-15,37.01,29.66,40.0,Nusa Tenggara Barat
68,2023-03-16,38.17,30.21,40.0,Nusa Tenggara Barat
69,2023-03-17,39.53,30.05,40.0,Nusa Tenggara Barat
70,2023-03-18,36.95,30.72,40.0,Nusa Tenggara Barat
71,2023-03-19,39.53,29.28,40.0,Nusa Tenggara Barat
72,2023-03-20,38.33,33.18,40.0,Nusa Tenggara Barat
73,2023-03-21,42.86,31.19,40.0,Nusa Tenggara Barat
74,2023-03-23,22.91,30.99,40.0,Nusa Tenggara Barat
75,2023-03-24,38.7,29.55,40.0,Nusa Tenggara Barat
76,2023-03-25,38.7,29.55,40.0,Nusa Tenggara Barat
77,2023-03-26,38.7,29.26,40.0,Nusa Tenggara Barat
78,2023-03-27,39.69,29.91,40.0,Nusa Tenggara Barat
79,2023-03-28,39.87,31.22,38.97,Nusa Tenggara Barat
80,2023-03-29,39.87,30.82,38.97,Nusa Tenggara Barat
81,2023-03-30,40.82,30.82,40.53,Nusa Tenggara Barat
82,2023-03-31,40.27,31.51,40.53,Nusa Tenggara Barat
83,2023-04-01,40.27,31.51,38.77,Nusa Tenggara Barat
84,2023-04-02,40.27,31.83,38.97,Nusa Tenggara Barat
85,2023-04-03,41.7,30.54,38.97,Nusa Tenggara Barat
86,2023-04-04,41.7,31.3,38.26,Nusa Tenggara Barat
87,2023-04-05,40.27,32.53,38.97,Nusa Tenggara Barat
88,2023-04-06,40.27,32.53,38.97,Nusa Tenggara Barat
89,2023-04-07,40.27,32.19,38.97,Nusa Tenggara Barat
90,2023-04-08,40.27,31.36,38.97,Nusa Tenggara Barat
91,2023-04-09,40.27,31.35,38.97,Nusa Tenggara Barat
92,2023-04-10,39.04,31.58,38.97,Nusa Tenggara Barat
93,2023-04-11,39.59,32.09,39.61,Nusa Tenggara Barat
94,2023-04-12,40.82,31.12,39.61,Nusa Tenggara Barat
95,2023-04-13,40.82,30.82,39.61,Nusa Tenggara Barat
96,2023-04-14,39.59,30.32,39.61,Nusa Tenggara Barat
97,2023-04-15,39.59,30.32,39.61,Nusa Tenggara Barat
98,2023-04-16,39.59,31.68,39.61,Nusa Tenggara Barat
99,2023-04-17,39.59,31.82,39.61,Nusa Tenggara Barat
100,2023-04-18,39.59,29.85,39.61,Nusa Tenggara Barat
101,2023-04-19,39.59,31.16,39.61,Nusa Tenggara Barat
102,2023-04-20,39.59,30.82,39.61,Nusa Tenggara Barat
103,2023-04-21,39.04,30.45,39.61,Nusa Tenggara Barat
104,2023-04-22,39.04,29.88,39.61,Nusa Tenggara Barat
105,2023-04-23,39.23,29.3,39.61,Nusa Tenggara Barat
106,2023-04-24,42.62,30.6,39.61,Nusa Tenggara Barat
107,2023-04-25,41.95,29.57,39.61,Nusa Tenggara Barat
108,2023-04-26,40.57,29.57,39.61,Nusa Tenggara Barat
109,2023-04-27,42.13,21.13,38.97,Nusa Tenggara Barat
110,2023-04-28,42.13,29.37,38.97,Nusa Tenggara Barat
111,2023-04-29,39.36,29.37,38.97,Nusa Tenggara Barat
112,2023-04-30,39.36,28.44,38.97,Nusa Tenggara Barat
113,2023-05-01,40.6,28.73,38.97,Nusa Tenggara Barat
114,2023-05-02,40.6,28.89,38.97,Nusa Tenggara Barat
115,2023-05-03,40.6,30.2,38.97,Nusa Tenggara Barat
116,2023-05-04,40.54,30.16,37.42,Nusa Tenggara Barat
117,2023-05-05,39.36,31.31,37.42,Nusa Tenggara Barat
118,2023-05-06,39.36,30.32,37.42,Nusa Tenggara Barat
119,2023-05-07,39.36,30.32,37.42,Nusa Tenggara Barat
120,2023-05-08,38.54,31.75,39.65,Nusa Tenggara Barat
121,2023-05-09,42.93,31.75,40.09,Nusa Tenggara Barat
122,2023-05-10,42.93,31.7,37.94,Nusa Tenggara Barat
123,2023-05-11,42.93,31.01,37.94,Nusa Tenggara Barat
124,2023-05-12,39.59,31.01,37.94,Nusa Tenggara Barat
125,2023-05-13,39.59,31.01,37.94,Nusa Tenggara Barat
126,2023-05-14,39.59,31.01,37.94,Nusa Tenggara Barat
127,2023-05-15,40.82,29.55,37.94,Nusa Tenggara Barat
128,2023-05-16,40.82,21.83,37.94,Nusa Tenggara Barat
129,2023-05-17,41.93,34.77,37.94,Nusa Tenggara Barat
130,2023-05-18,41.93,35.15,37.94,Nusa Tenggara Barat
131,2023-05-19,39.87,34.77,37.94,Nusa Tenggara Barat
132,2023-01-06,35.07,34.38,33.54,Kepulauan Bangka Belitung
133,2023-01-07,32.8,36.14,33.43,Kepulauan Bangka Belitung
134,2023-01-08,33.28,35.32,31.72,Kepulauan Bangka Belitung
135,2023-01-09,27.75,34.67,31.08,Kepulauan Bangka Belitung
136,2023-01-10,35.66,34.67,29.62,Kepulauan Bangka Belitung
137,2023-01-11,35.45,34.25,30.2,Kepulauan Bangka Belitung
138,2023-01-12,35.09,34.14,30.79,Kepulauan Bangka Belitung
139,2023-01-13,34.81,34.16,30.14,Kepulauan Bangka Belitung
140,2023-01-14,35.39,34.49,29.77,Kepulauan Bangka Belitung
141,2023-01-15,34.88,33.96,29.22,Kepulauan Bangka Belitung
142,2023-01-16,34.26,33.35,29.05,Kepulauan Bangka Belitung
143,2023-01-17,34.34,33.7,28.96,Kepulauan Bangka Belitung
144,2023-01-18,34.24,33.58,30.04,Kepulauan Bangka Belitung
145,2023-01-19,34.66,33.48,30.37,Kepulauan Bangka Belitung
146,2023-01-20,34.75,33.7,30.37,Kepulauan Bangka Belitung
147,2023-01-21,34.75,33.8,30.63,Kepulauan Bangka Belitung
148,2023-01-22,35.23,34.26,30.63,Kepulauan Bangka Belitung
149,2023-01-23,35.27,34.25,30.63,Kepulauan Bangka Belitung
150,2023-01-24,35.3,34.38,31.1,Kepulauan Bangka Belitung
151,2023-01-25,35.3,32.8,30.62,Kepulauan Bangka Belitung
152,2023-01-26,35.15,32.47,30.1,Kepulauan Bangka Belitung
153,2023-01-27,35.15,32.41,29.83,Kepulauan Bangka Belitung
154,2023-01-28,35.16,32.36,30.79,Kepulauan Bangka Belitung
155,2023-01-29,35.63,32.9,30.21,Kepulauan Bangka Belitung
156,2023-01-30,35.01,32.6,29.92,Kepulauan Bangka Belitung
157,2023-01-31,35.01,32.6,29.92,Kepulauan Bangka Belitung
158,2023-02-01,35.01,32.73,28.84,Kepulauan Bangka Belitung
159,2023-02-02,34.84,32.23,29.24,Kepulauan Bangka Belitung
160,2023-02-03,34.67,31.93,28.84,Kepulauan Bangka Belitung
161,2023-02-04,35.05,32.14,28.72,Kepulauan Bangka Belitung
162,2023-02-05,34.29,32.14,28.72,Kepulauan Bangka Belitung
163,2023-02-06,34.67,31.61,28.61,Kepulauan Bangka Belitung
164,2023-02-07,34.67,31.7,28.66,Kepulauan Bangka Belitung
165,2023-02-08,33.46,31.43,28.66,Kepulauan Bangka Belitung
166,2023-02-09,35.05,31.99,28.62,Kepulauan Bangka Belitung
167,2023-02-10,35.64,31.51,27.81,Kepulauan Bangka Belitung
168,2023-02-11,34.55,32.01,28.71,Kepulauan Bangka Belitung
169,2023-02-12,35.04,31.93,28.06,Kepulauan Bangka Belitung
170,2023-02-13,34.12,31.85,28.81,Kepulauan Bangka Belitung
171,2023-02-14,34.12,32.05,28.68,Kepulauan Bangka Belitung
172,2023-02-15,34.31,32.27,28.61,Kepulauan Bangka Belitung
173,2023-02-16,33.43,31.63,29.34,Kepulauan Bangka Belitung
174,2023-02-17,33.75,31.44,29.43,Kepulauan Bangka Belitung
175,2023-02-18,34.35,31.91,30.36,Kepulauan Bangka Belitung
176,2023-02-19,34.15,31.7,29.37,Kepulauan Bangka Belitung
177,2023-02-20,34.98,32.37,29.3,Kepulauan Bangka Belitung
178,2023-02-21,18.28,31.67,28.92,Kepulauan Bangka Belitung
179,2023-02-22,34.15,31.79,29.43,Kepulauan Bangka Belitung
180,2023-02-23,33.83,31.79,28.92,Kepulauan Bangka Belitung
181,2023-02-24,34.06,31.96,29.01,Kepulauan Bangka Belitung
182,2023-02-25,34.06,31.79,28.75,Kepulauan Bangka Belitung
183,2023-02-26,34.34,32.18,28.79,Kepulauan Bangka Belitung
184,2023-02-27,34.06,31.32,28.75,Kepulauan Bangka Belitung
185,2023-02-28,34.06,31.42,28.75,Kepulauan Bangka Belitung
186,2023-03-01,33.97,31.42,28.66,Kepulauan Bangka Belitung
187,2023-03-02,34.05,19.39,29.4,Kepulauan Bangka Belitung
188,2023-03-03,34.82,31.92,28.59,Kepulauan Bangka Belitung
189,2023-03-04,33.92,31.58,28.83,Kepulauan Bangka Belitung
190,2023-03-05,33.92,31.48,28.74,Kepulauan Bangka Belitung
191,2023-03-06,34.43,31.62,29.4,Kepulauan Bangka Belitung
192,2023-03-07,33.4,30.78,28.31,Kepulauan Bangka Belitung
193,2023-03-08,33.49,31.41,28.4,Kepulauan Bangka Belitung
194,2023-03-09,33.5,31.68,29.27,Kepulauan Bangka Belitung
195,2023-03-10,34.1,31.28,28.58,Kepulauan Bangka Belitung
196,2023-03-11,33.76,31.63,29.38,Kepulauan Bangka Belitung
197,2023-03-12,34.19,31.79,23.22,Kepulauan Bangka Belitung
198,2023-03-13,33.76,31.63,29.86,Kepulauan Bangka Belitung
199,2023-03-14,33.67,31.2,29.29,Kepulauan Bangka Belitung
200,2023-03-15,33.62,31.04,29.64,Kepulauan Bangka Belitung
201,2023-03-16,34.2,31.39,28.96,Kepulauan Bangka Belitung
202,2023-03-17,34.06,31.49,29.28,Kepulauan Bangka Belitung
203,2023-03-18,34.2,31.42,30.2,Kepulauan Bangka Belitung
204,2023-03-19,35.05,31.6,28.65,Kepulauan Bangka Belitung
205,2023-03-20,34.23,31.18,29.03,Kepulauan Bangka Belitung
206,2023-03-21,34.58,31.3,29.17,Kepulauan Bangka Belitung
207,2023-03-22,34.28,31.3,29.8,Kepulauan Bangka Belitung
208,2023-03-23,34.15,31.28,29.07,Kepulauan Bangka Belitung
209,2023-03-24,33.12,30.88,29.07,Kepulauan Bangka Belitung
210,2023-03-25,34.15,31.14,29.52,Kepulauan Bangka Belitung
211,2023-03-26,34.49,31.67,29.97,Kepulauan Bangka Belitung
212,2023-03-27,34.53,31.45,29.62,Kepulauan Bangka Belitung
213,2023-03-28,34.53,31.28,30.22,Kepulauan Bangka Belitung
214,2023-03-29,34.61,31.54,29.88,Kepulauan Bangka Belitung
215,2023-03-30,34.7,31.36,30.42,Kepulauan Bangka Belitung
216,2023-03-31,34.32,31.64,29.88,Kepulauan Bangka Belitung
217,2023-04-01,34.51,31.74,29.88,Kepulauan Bangka Belitung
218,2023-04-02,29.18,31.74,29.8,Kepulauan Bangka Belitung
219,2023-04-03,34.43,31.54,29.88,Kepulauan Bangka Belitung
220,2023-04-04,34.35,31.67,29.88,Kepulauan Bangka Belitung
221,2023-04-05,34.95,31.64,29.53,Kepulauan Bangka Belitung
222,2023-04-06,35.83,32.06,31.1,Kepulauan Bangka Belitung
223,2023-04-07,36.09,32.5,29.81,Kepulauan Bangka Belitung
224,2023-04-08,35.62,31.33,29.66,Kepulauan Bangka Belitung
225,2023-04-09,34.07,31.26,31.68,Kepulauan Bangka Belitung
226,2023-04-10,35.29,31.92,30.36,Kepulauan Bangka Belitung
227,2023-04-11,35.31,31.86,30.45,Kepulauan Bangka Belitung
228,2023-04-12,34.56,31.82,29.95,Kepulauan Bangka Belitung
229,2023-04-13,34.79,32.01,29.26,Kepulauan Bangka Belitung
230,2023-04-14,34.72,32.56,30.3,Kepulauan Bangka Belitung
231,2023-04-15,35.37,32.29,30.48,Kepulauan Bangka Belitung
232,2023-04-16,29.65,32.66,30.89,Kepulauan Bangka Belitung
233,2023-04-17,35.37,32.21,30.5,Kepulauan Bangka Belitung
234,2023-04-18,35.94,32.85,31.44,Kepulauan Bangka Belitung
235,2023-04-19,35.98,33.18,31.74,Kepulauan Bangka Belitung
236,2023-04-20,36.73,32.88,31.79,Kepulauan Bangka Belitung
237,2023-04-21,36.82,33.11,32.4,Kepulauan Bangka Belitung
238,2023-04-23,30.0,30.0,30.0,Kepulauan Bangka Belitung
239,2023-04-24,37.79,32.99,31.45,Kepulauan Bangka Belitung
240,2023-04-25,36.96,32.61,32.03,Kepulauan Bangka Belitung
241,2023-04-26,36.96,32.84,31.56,Kepulauan Bangka Belitung
242,2023-04-27,36.46,32.76,31.32,Kepulauan Bangka Belitung
243,2023-04-28,37.09,33.68,31.61,Kepulauan Bangka Belitung
244,2023-04-29,36.35,33.37,31.03,Kepulauan Bangka Belitung
245,2023-04-30,36.51,33.18,31.65,Kepulauan Bangka Belitung
246,2023-05-01,36.28,33.39,31.61,Kepulauan Bangka Belitung
247,2023-05-02,36.63,33.13,30.54,Kepulauan Bangka Belitung
248,2023-05-03,36.63,32.66,30.2,Kepulauan Bangka Belitung
249,2023-05-04,36.63,32.7,30.91,Kepulauan Bangka Belitung
250,2023-05-05,36.36,32.87,30.2,Kepulauan Bangka Belitung
251,2023-05-06,36.27,32.91,30.29,Kepulauan Bangka Belitung
252,2023-05-07,36.59,33.26,29.73,Kepulauan Bangka Belitung
253,2023-05-08,36.08,33.1,30.12,Kepulauan Bangka Belitung
254,2023-05-09,36.21,32.1,30.29,Kepulauan Bangka Belitung
255,2023-05-10,35.9,31.71,29.79,Kepulauan Bangka Belitung
256,2023-05-11,35.87,32.22,30.22,Kepulauan Bangka Belitung
257,2023-05-12,36.42,32.44,30.29,Kepulauan Bangka Belitung
258,2023-05-13,36.83,31.69,30.02,Kepulauan Bangka Belitung
259,2023-05-14,36.01,31.71,29.79,Kepulauan Bangka Belitung
260,2023-05-15,36.61,23.53,29.71,Kepulauan Bangka Belitung
261,2023-05-16,36.99,32.07,30.97,Kepulauan Bangka Belitung
262,2023-05-17,36.34,31.53,29.71,Kepulauan Bangka Belitung
263,2023-05-18,36.61,31.5,27.58,Kepulauan Bangka Belitung
264,2023-05-19,36.56,31.43,29.79,Kepulauan Bangka Belitung
265,2023-01-06,33.25,33.89,32.69,Sumatera Selatan
266,2023-01-07,32.54,34.1,32.19,Sumatera Selatan
267,2023-01-08,32.13,27.91,32.19,Sumatera Selatan
268,2023-01-09,34.09,35.32,32.76,Sumatera Selatan
269,2023-01-10,36.15,34.72,33.29,Sumatera Selatan
270,2023-01-11,35.09,34.66,33.29,Sumatera Selatan
271,2023-01-12,36.73,34.66,30.65,Sumatera Selatan
272,2023-01-13,35.68,34.94,29.97,Sumatera Selatan
273,2023-01-14,36.05,35.44,32.13,Sumatera Selatan
274,2023-01-15,35.93,35.36,31.69,Sumatera Selatan
275,2023-01-16,35.93,35.46,32.32,Sumatera Selatan
276,2023-01-17,35.93,35.71,31.34,Sumatera Selatan
277,2023-01-18,36.53,36.41,32.27,Sumatera Selatan
278,2023-01-19,36.21,35.94,31.69,Sumatera Selatan
279,2023-01-20,36.05,35.94,32.37,Sumatera Selatan
280,2023-01-21,36.59,35.84,31.69,Sumatera Selatan
281,2023-01-22,35.93,35.94,31.69,Sumatera Selatan
282,2023-01-23,36.46,35.94,31.34,Sumatera Selatan
283,2023-01-24,36.59,36.26,31.34,Sumatera Selatan
284,2023-01-25,35.92,35.94,30.94,Sumatera Selatan
285,2023-01-26,36.94,36.52,29.97,Sumatera Selatan
286,2023-01-27,35.21,35.24,32.61,Sumatera Selatan
287,2023-01-28,35.8,35.68,33.2,Sumatera Selatan
288,2023-01-29,35.8,35.78,33.63,Sumatera Selatan
289,2023-01-30,35.33,35.65,32.61,Sumatera Selatan
290,2023-01-31,36.4,36.37,32.27,Sumatera Selatan
291,2023-02-01,35.8,36.69,30.65,Sumatera Selatan
292,2023-02-02,35.8,35.42,31.32,Sumatera Selatan
293,2023-02-03,35.8,35.97,30.65,Sumatera Selatan
294,2023-02-04,36.6,36.46,32.97,Sumatera Selatan
295,2023-02-05,35.56,36.13,30.65,Sumatera Selatan
296,2023-02-06,35.79,35.84,30.65,Sumatera Selatan
297,2023-02-07,35.79,36.43,30.65,Sumatera Selatan
298,2023-02-08,36.64,35.84,32.97,Sumatera Selatan
299,2023-02-09,37.26,35.84,32.27,Sumatera Selatan
300,2023-02-10,37.68,36.76,30.0,Sumatera Selatan
301,2023-02-11,38.74,35.27,30.98,Sumatera Selatan
302,2023-02-12,38.1,34.85,29.13,Sumatera Selatan
303,2023-02-13,38.1,35.54,29.7,Sumatera Selatan
304,2023-02-14,37.56,35.08,29.49,Sumatera Selatan
305,2023-02-15,37.56,34.59,30.49,Sumatera Selatan
306,2023-02-16,37.79,35.26,29.97,Sumatera Selatan
307,2023-02-17,37.66,34.74,29.49,Sumatera Selatan
308,2023-02-18,38.26,35.63,29.97,Sumatera Selatan
309,2023-02-19,38.26,35.41,30.2,Sumatera Selatan
310,2023-02-20,38.39,34.83,28.72,Sumatera Selatan
311,2023-02-21,38.1,35.3,28.98,Sumatera Selatan
312,2023-02-22,38.1,35.3,28.98,Sumatera Selatan
313,2023-02-23,38.1,35.66,28.98,Sumatera Selatan
314,2023-02-24,38.74,35.3,28.98,Sumatera Selatan
315,2023-02-25,37.97,35.2,28.98,Sumatera Selatan
316,2023-02-26,38.32,35.39,29.49,Sumatera Selatan
317,2023-02-27,38.45,35.01,29.49,Sumatera Selatan
318,2023-02-28,38.14,34.55,28.98,Sumatera Selatan
319,2023-03-01,38.14,34.09,28.98,Sumatera Selatan
320,2023-03-02,38.18,34.09,28.98,Sumatera Selatan
321,2023-03-03,37.51,33.85,28.45,Sumatera Selatan
322,2023-03-04,38.18,34.09,28.98,Sumatera Selatan
323,2023-03-05,37.81,34.09,29.24,Sumatera Selatan
324,2023-03-06,38.47,33.9,30.92,Sumatera Selatan
325,2023-03-07,38.18,33.68,30.92,Sumatera Selatan
326,2023-03-08,38.18,33.68,30.92,Sumatera Selatan
327,2023-03-09,38.18,33.68,30.39,Sumatera Selatan
328,2023-03-10,38.18,33.68,30.92,Sumatera Selatan
329,2023-03-11,38.66,33.54,30.31,Sumatera Selatan
330,2023-03-12,38.18,33.8,30.98,Sumatera Selatan
331,2023-03-13,38.61,34.02,30.98,Sumatera Selatan
332,2023-03-14,38.61,33.9,30.23,Sumatera Selatan
333,2023-03-15,39.74,34.02,30.23,Sumatera Selatan
334,2023-03-16,38.47,33.71,30.72,Sumatera Selatan
335,2023-03-17,38.1,33.57,29.71,Sumatera Selatan
336,2023-03-18,38.1,33.35,29.71,Sumatera Selatan
337,2023-03-19,38.24,33.77,30.23,Sumatera Selatan
338,2023-03-20,38.61,33.57,30.23,Sumatera Selatan
339,2023-03-21,38.51,32.29,29.71,Sumatera Selatan
340,2023-03-22,38.66,32.61,30.49,Sumatera Selatan
341,2023-03-23,38.49,32.59,30.98,Sumatera Selatan
342,2023-03-24,38.49,31.88,30.49,Sumatera Selatan
343,2023-03-25,38.8,33.09,33.25,Sumatera Selatan
344,2023-03-26,38.8,32.39,32.27,Sumatera Selatan
345,2023-03-27,38.8,32.89,30.65,Sumatera Selatan
346,2023-03-28,39.04,32.89,31.58,Sumatera Selatan
347,2023-03-29,39.04,32.89,31.58,Sumatera Selatan
348,2023-03-30,38.66,32.68,30.65,Sumatera Selatan
349,2023-03-31,38.66,32.68,30.65,Sumatera Selatan
350,2023-04-01,38.66,32.68,30.65,Sumatera Selatan
351,2023-04-02,38.66,32.68,30.65,Sumatera Selatan
352,2023-04-03,40.73,32.89,30.65,Sumatera Selatan
353,2023-04-04,39.68,33.0,31.93,Sumatera Selatan
354,2023-04-05,39.68,32.9,31.93,Sumatera Selatan
355,2023-04-06,39.27,33.0,30.99,Sumatera Selatan
356,2023-04-07,39.68,33.23,30.99,Sumatera Selatan
357,2023-04-08,39.27,32.79,31.5,Sumatera Selatan
358,2023-04-09,39.83,33.4,35.0,Sumatera Selatan
359,2023-04-10,40.08,33.4,35.0,Sumatera Selatan
360,2023-04-11,39.36,33.4,35.0,Sumatera Selatan
361,2023-04-12,38.83,32.89,35.0,Sumatera Selatan
362,2023-04-13,38.18,32.6,30.0,Sumatera Selatan
363,2023-04-14,38.45,32.89,32.0,Sumatera Selatan
364,2023-04-15,38.18,32.34,30.0,Sumatera Selatan
365,2023-04-16,38.45,33.19,35.0,Sumatera Selatan
366,2023-04-17,39.02,33.19,35.0,Sumatera Selatan
367,2023-04-18,40.0,33.4,35.0,Sumatera Selatan
368,2023-04-19,40.13,33.11,35.0,Sumatera Selatan
369,2023-04-20,40.13,33.11,35.0,Sumatera Selatan
370,2023-04-21,40.73,34.74,32.4,Sumatera Selatan
371,2023-04-24,39.98,32.49,32.4,Sumatera Selatan
372,2023-04-25,39.16,34.37,32.0,Sumatera Selatan
373,2023-04-26,39.39,33.25,30.0,Sumatera Selatan
374,2023-04-27,39.02,33.04,30.0,Sumatera Selatan
375,2023-04-28,39.02,33.25,30.0,Sumatera Selatan
376,2023-04-29,39.61,33.27,30.0,Sumatera Selatan
377,2023-04-30,40.2,33.78,32.0,Sumatera Selatan
378,2023-05-01,39.91,33.78,33.47,Sumatera Selatan
379,2023-05-02,39.91,33.33,32.0,Sumatera Selatan
380,2023-05-03,39.91,33.33,33.47,Sumatera Selatan
381,2023-05-04,40.6,33.78,35.0,Sumatera Selatan
382,2023-05-05,40.0,33.33,41.83,Sumatera Selatan
383,2023-05-06,40.0,33.33,35.0,Sumatera Selatan
384,2023-05-07,39.87,33.82,35.0,Sumatera Selatan
385,2023-05-08,40.0,33.82,35.0,Sumatera Selatan
386,2023-05-09,38.75,34.28,35.0,Sumatera Selatan
387,2023-05-10,38.75,34.28,35.0,Sumatera Selatan
388,2023-05-11,38.4,34.09,35.0,Sumatera Selatan
389,2023-05-12,37.91,33.04,35.0,Sumatera Selatan
390,2023-05-13,38.14,32.96,35.0,Sumatera Selatan
391,2023-05-14,38.01,32.84,32.0,Sumatera Selatan
392,2023-05-15,37.9,32.74,32.0,Sumatera Selatan
393,2023-05-16,38.56,33.78,35.0,Sumatera Selatan
394,2023-05-17,38.93,33.78,38.99,Sumatera Selatan
395,2023-05-18,39.03,34.21,40.99,Sumatera Selatan
396,2023-05-19,38.93,34.0,40.99,Sumatera Selatan
397,2023-01-06,52.97,34.4,43.25,Nusa Tenggara Timur
398,2023-01-07,51.61,35.22,41.85,Nusa Tenggara Timur
399,2023-01-08,51.61,37.32,42.14,Nusa Tenggara Timur
400,2023-01-09,51.95,36.84,42.34,Nusa Tenggara Timur
401,2023-01-10,49.02,38.1,42.8,Nusa Tenggara Timur
402,2023-01-11,50.32,37.47,43.64,Nusa Tenggara Timur
403,2023-01-12,49.02,37.95,42.98,Nusa Tenggara Timur
404,2023-01-13,50.32,37.95,44.3,Nusa Tenggara Timur
405,2023-01-14,49.02,36.76,42.98,Nusa Tenggara Timur
406,2023-01-15,51.05,36.25,41.69,Nusa Tenggara Timur
407,2023-01-16,48.86,36.25,41.69,Nusa Tenggara Timur
408,2023-01-17,49.02,38.95,42.98,Nusa Tenggara Timur
409,2023-01-18,50.32,38.95,42.98,Nusa Tenggara Timur
410,2023-01-19,47.48,36.95,41.41,Nusa Tenggara Timur
411,2023-01-20,47.48,37.87,41.41,Nusa Tenggara Timur
412,2023-01-21,47.48,38.1,41.41,Nusa Tenggara Timur
413,2023-01-22,44.81,35.7,40.36,Nusa Tenggara Timur
