,Date,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Provinsi
2228,2023-01-22,38.28,42.74,34.12,Sulawesi Tenggara
2229,2023-01-23,42.63,41.66,33.74,Sulawesi Tenggara
2230,2023-01-24,41.82,42.08,33.47,Sulawesi Tenggara
2231,2023-01-25,42.05,41.43,32.74,Sulawesi Tenggara
2232,2023-01-26,41.7,41.5,32.57,Sulawesi Tenggara
2233,2023-01-27,41.7,36.92,32.75,Sulawesi Tenggara
2234,2023-01-28,42.13,40.95,32.97,Sulawesi Tenggara
2235,2023-01-29,42.34,40.94,32.41,Sulawesi Tenggara
2236,2023-01-30,41.54,40.43,32.36,Sulawesi Tenggara
2237,2023-01-31,41.77,41.25,32.82,Sulawesi Tenggara
2238,2023-02-01,41.78,40.74,33.28,Sulawesi Tenggara
2239,2023-02-02,37.96,41.69,33.18,Sulawesi Tenggara
2240,2023-02-03,42.32,41.87,33.4,Sulawesi Tenggara
2241,2023-02-04,42.45,41.56,34.3,Sulawesi Tenggara
2242,2023-02-05,42.7,41.11,33.85,Sulawesi Tenggara
2243,2023-02-06,42.3,41.12,34.52,Sulawesi Tenggara
2244,2023-02-07,41.77,41.15,33.99,Sulawesi Tenggara
2245,2023-02-08,42.41,42.41,33.98,Sulawesi Tenggara
2246,2023-02-09,42.58,42.91,33.73,Sulawesi Tenggara
2247,2023-02-10,41.42,41.94,34.54,Sulawesi Tenggara
2248,2023-02-11,42.11,41.12,34.43,Sulawesi Tenggara
2249,2023-02-12,41.22,42.73,34.39,Sulawesi Tenggara
2250,2023-02-13,42.33,42.36,33.58,Sulawesi Tenggara
2251,2023-02-14,41.95,42.06,34.37,Sulawesi Tenggara
2252,2023-02-15,43.16,42.82,34.73,Sulawesi Tenggara
2253,2023-02-16,42.58,38.19,34.62,Sulawesi Tenggara
2254,2023-02-17,42.97,42.28,34.22,Sulawesi Tenggara
2255,2023-02-18,42.1,42.4,34.98,Sulawesi Tenggara
2256,2023-02-19,42.67,34.52,34.85,Sulawesi Tenggara
2257,2023-02-20,42.73,42.61,35.06,Sulawesi Tenggara
2258,2023-02-21,42.26,42.18,34.91,Sulawesi Tenggara
2259,2023-02-22,41.87,42.36,35.15,Sulawesi Tenggara
2260,2023-02-23,41.77,41.81,35.2,Sulawesi Tenggara
2261,2023-02-24,40.98,42.04,34.86,Sulawesi Tenggara
2262,2023-02-25,42.17,42.37,34.42,Sulawesi Tenggara
2263,2023-02-26,41.26,41.76,35.5,Sulawesi Tenggara
2264,2023-02-27,41.29,41.7,35.35,Sulawesi Tenggara
2265,2023-02-28,41.82,42.0,34.99,Sulawesi Tenggara
2266,2023-03-01,40.69,40.88,35.47,Sulawesi Tenggara
2267,2023-03-02,41.29,41.12,35.5,Sulawesi Tenggara
2268,2023-03-03,37.55,41.76,35.65,Sulawesi Tenggara
2269,2023-03-04,41.01,41.55,35.01,Sulawesi Tenggara
2270,2023-03-05,41.2,41.62,34.65,Sulawesi Tenggara
2271,2023-03-06,40.81,41.65,34.37,Sulawesi Tenggara
2272,2023-03-07,41.09,41.37,34.89,Sulawesi Tenggara
2273,2023-03-08,39.98,40.97,34.91,Sulawesi Tenggara
2274,2023-03-09,36.74,36.34,34.73,Sulawesi Tenggara
2275,2023-03-10,41.63,41.02,35.3,Sulawesi Tenggara
2276,2023-03-11,41.51,40.45,35.03,Sulawesi Tenggara
2277,2023-03-12,41.3,40.65,34.73,Sulawesi Tenggara
2278,2023-03-13,41.55,40.81,34.68,Sulawesi Tenggara
2279,2023-03-14,40.91,39.18,35.35,Sulawesi Tenggara
2280,2023-03-15,41.39,39.65,34.43,Sulawesi Tenggara
2281,2023-03-16,41.39,39.96,34.32,Sulawesi Tenggara
2282,2023-03-17,40.99,40.03,34.05,Sulawesi Tenggara
2283,2023-03-18,42.89,41.06,34.92,Sulawesi Tenggara
2284,2023-03-19,41.2,40.22,34.02,Sulawesi Tenggara
2285,2023-03-20,41.23,39.7,34.05,Sulawesi Tenggara
2286,2023-03-21,40.72,39.47,34.48,Sulawesi Tenggara
2287,2023-03-22,41.86,39.21,34.59,Sulawesi Tenggara
2288,2023-03-23,41.14,39.67,35.14,Sulawesi Tenggara
2289,2023-03-24,41.1,39.19,35.41,Sulawesi Tenggara
2290,2023-03-25,41.52,39.69,35.29,Sulawesi Tenggara
2291,2023-03-26,41.54,39.66,36.08,Sulawesi Tenggara
2292,2023-03-27,41.84,40.1,36.08,Sulawesi Tenggara
2293,2023-03-28,42.08,40.49,35.32,Sulawesi Tenggara
2294,2023-03-29,41.69,40.12,36.04,Sulawesi Tenggara
2295,2023-03-30,41.9,40.99,36.18,Sulawesi Tenggara
2296,2023-03-31,42.34,40.83,36.18,Sulawesi Tenggara
2297,2023-04-01,42.58,41.22,35.84,Sulawesi Tenggara
2298,2023-04-02,42.1,40.78,34.99,Sulawesi Tenggara
2299,2023-04-03,42.38,40.97,34.96,Sulawesi Tenggara
2300,2023-04-04,42.19,40.71,35.49,Sulawesi Tenggara
2301,2023-04-05,41.73,40.45,34.87,Sulawesi Tenggara
2302,2023-04-06,41.22,40.59,35.14,Sulawesi Tenggara
2303,2023-04-07,41.82,40.26,34.77,Sulawesi Tenggara
2304,2023-04-08,38.11,40.43,34.33,Sulawesi Tenggara
2305,2023-04-09,41.38,39.84,34.85,Sulawesi Tenggara
2306,2023-04-10,41.9,39.87,35.01,Sulawesi Tenggara
2307,2023-04-11,43.06,39.75,35.11,Sulawesi Tenggara
2308,2023-04-12,42.39,39.88,35.34,Sulawesi Tenggara
2309,2023-04-13,42.11,39.9,35.39,Sulawesi Tenggara
2310,2023-04-14,41.86,40.09,35.65,Sulawesi Tenggara
2311,2023-04-15,42.12,40.67,35.84,Sulawesi Tenggara
2312,2023-04-16,42.4,40.29,36.18,Sulawesi Tenggara
2313,2023-04-17,42.48,40.18,36.81,Sulawesi Tenggara
2314,2023-04-18,42.23,40.55,32.29,Sulawesi Tenggara
2315,2023-04-19,42.64,39.98,35.87,Sulawesi Tenggara
2316,2023-04-20,42.21,40.49,36.57,Sulawesi Tenggara
2317,2023-04-21,42.65,40.32,36.04,Sulawesi Tenggara
2318,2023-04-22,51.3,37.42,38.26,Sulawesi Tenggara
2319,2023-04-23,41.13,42.73,31.15,Sulawesi Tenggara
2320,2023-04-24,42.57,41.18,36.46,Sulawesi Tenggara
2321,2023-04-25,43.49,37.11,36.06,Sulawesi Tenggara
2322,2023-04-26,43.61,41.15,36.61,Sulawesi Tenggara
2323,2023-04-27,43.44,41.35,35.27,Sulawesi Tenggara
2324,2023-04-28,43.03,41.94,36.13,Sulawesi Tenggara
2325,2023-04-29,43.47,41.77,35.76,Sulawesi Tenggara
2326,2023-04-30,43.11,41.82,35.73,Sulawesi Tenggara
2327,2023-05-01,42.85,42.01,32.76,Sulawesi Tenggara
2328,2023-05-02,43.73,42.55,36.48,Sulawesi Tenggara
2329,2023-05-03,42.15,40.57,35.42,Sulawesi Tenggara
2330,2023-05-04,43.06,40.52,34.04,Sulawesi Tenggara
2331,2023-05-05,42.97,40.75,35.15,Sulawesi Tenggara
2332,2023-05-06,43.2,41.59,35.65,Sulawesi Tenggara
2333,2023-05-07,43.21,40.47,36.32,Sulawesi Tenggara
2334,2023-05-08,43.56,40.89,35.33,Sulawesi Tenggara
2335,2023-05-09,43.29,41.5,36.13,Sulawesi Tenggara
2336,2023-05-10,43.56,41.8,35.12,Sulawesi Tenggara
2337,2023-05-11,44.13,41.56,35.01,Sulawesi Tenggara
2338,2023-05-12,43.49,41.89,35.04,Sulawesi Tenggara
2339,2023-05-13,38.97,41.72,35.71,Sulawesi Tenggara
2340,2023-05-14,43.32,41.49,35.52,Sulawesi Tenggara
2341,2023-05-15,43.98,41.62,35.79,Sulawesi Tenggara
2342,2023-05-16,44.11,41.41,35.79,Sulawesi Tenggara
2343,2023-05-17,44.35,41.79,35.38,Sulawesi Tenggara
2344,2023-05-18,44.25,40.86,35.14,Sulawesi Tenggara
2345,2023-05-19,44.25,41.05,35.87,Sulawesi Tenggara
2346,2023-01-06,41.73,37.23,40.63,Bali
2347,2023-01-07,42.03,38.51,37.16,Bali
2348,2023-01-08,39.82,34.02,34.59,Bali
2349,2023-01-09,42.66,34.25,37.58,Bali
2350,2023-01-10,41.62,33.94,36.22,Bali
2351,2023-01-11,40.54,33.94,36.44,Bali
2352,2023-01-12,41.22,33.49,37.25,Bali
2353,2023-01-13,41.22,34.06,38.11,Bali
2354,2023-01-14,40.85,34.06,37.25,Bali
2355,2023-01-15,40.85,34.51,36.76,Bali
2356,2023-01-16,40.85,34.92,37.78,Bali
2357,2023-01-17,37.87,32.57,36.13,Bali
2358,2023-01-18,39.88,33.14,36.93,Bali
2359,2023-01-19,39.22,32.65,36.93,Bali
2360,2023-01-20,39.07,33.23,36.67,Bali
2361,2023-01-21,41.74,33.79,38.77,Bali
2362,2023-01-22,41.01,34.3,37.69,Bali
2363,2023-01-23,40.7,34.3,37.31,Bali
2364,2023-01-24,39.17,35.43,38.33,Bali
2365,2023-01-25,40.83,34.3,37.87,Bali
2366,2023-01-26,39.97,34.3,38.25,Bali
2367,2023-01-27,40.74,34.96,39.31,Bali
2368,2023-01-28,39.97,34.3,38.44,Bali
2369,2023-01-29,41.3,34.75,37.38,Bali
2370,2023-01-30,40.45,34.75,37.77,Bali
2371,2023-01-31,39.97,34.0,38.56,Bali
2372,2023-02-01,40.45,34.6,38.11,Bali
2373,2023-02-02,41.32,34.75,37.62,Bali
2374,2023-02-03,40.29,33.23,29.64,Bali
2375,2023-02-04,40.83,34.3,31.36,Bali
2376,2023-02-05,40.83,34.3,38.56,Bali
2377,2023-02-06,40.83,34.3,38.56,Bali
2378,2023-02-07,40.68,34.32,38.86,Bali
2379,2023-02-08,40.0,34.57,37.89,Bali
2380,2023-02-09,40.0,33.91,37.89,Bali
2381,2023-02-10,40.48,33.91,36.89,Bali
2382,2023-02-11,41.86,35.25,36.79,Bali
2383,2023-02-12,41.36,35.25,37.33,Bali
2384,2023-02-13,40.68,34.32,38.05,Bali
2385,2023-02-14,41.36,34.28,36.89,Bali
2386,2023-02-15,40.68,34.43,37.83,Bali
2387,2023-02-16,41.36,35.52,35.38,Bali
2388,2023-02-17,41.36,34.78,35.69,Bali
2389,2023-02-18,41.36,34.78,35.44,Bali
2390,2023-02-19,42.56,34.49,35.85,Bali
2391,2023-02-20,41.36,34.85,35.73,Bali
2392,2023-02-21,41.79,35.01,36.11,Bali
2393,2023-02-22,41.36,34.34,35.88,Bali
2394,2023-02-23,41.36,35.75,36.6,Bali
2395,2023-02-24,41.36,35.07,35.53,Bali
2396,2023-02-25,41.36,35.07,36.22,Bali
2397,2023-02-26,41.36,35.07,36.22,Bali
2398,2023-02-27,41.51,35.6,36.45,Bali
2399,2023-02-28,41.66,34.41,35.38,Bali
2400,2023-03-01,41.51,35.07,35.98,Bali
2401,2023-03-02,41.51,34.58,36.95,Bali
2402,2023-03-03,40.9,34.25,35.54,Bali
2403,2023-03-04,41.66,33.8,37.32,Bali
2404,2023-03-05,41.51,34.3,37.83,Bali
2405,2023-03-06,41.05,35.44,37.26,Bali
2406,2023-03-07,41.51,35.44,37.05,Bali
2407,2023-03-08,41.16,35.44,36.84,Bali
2408,2023-03-09,40.02,33.69,35.43,Bali
2409,2023-03-10,39.58,33.69,36.83,Bali
2410,2023-03-11,39.95,34.53,36.22,Bali
2411,2023-03-12,40.17,34.92,36.4,Bali
2412,2023-03-13,40.02,33.31,35.53,Bali
2413,2023-03-14,39.58,34.64,33.36,Bali
2414,2023-03-15,40.84,34.92,35.35,Bali
2415,2023-03-16,30.63,35.62,34.68,Bali
2416,2023-03-17,40.7,34.07,34.86,Bali
2417,2023-03-18,40.27,33.05,33.46,Bali
2418,2023-03-19,40.62,33.98,35.45,Bali
2419,2023-03-20,40.44,33.42,34.86,Bali
2420,2023-03-21,29.44,33.71,34.14,Bali
2421,2023-03-22,39.26,35.0,36.49,Bali
2422,2023-03-23,39.26,33.98,35.46,Bali
2423,2023-03-24,39.26,33.98,35.71,Bali
2424,2023-03-25,39.58,33.69,35.46,Bali
2425,2023-03-26,40.17,33.69,33.13,Bali
2426,2023-03-27,39.58,33.69,35.46,Bali
2427,2023-03-28,39.58,33.69,34.79,Bali
2428,2023-03-29,38.92,33.6,34.11,Bali
2429,2023-03-30,38.92,33.6,33.55,Bali
2430,2023-03-31,38.71,34.92,35.88,Bali
2431,2023-04-01,37.97,35.23,35.88,Bali
2432,2023-04-02,39.5,34.35,35.88,Bali
2433,2023-04-03,38.92,34.35,35.88,Bali
2434,2023-04-04,39.58,34.35,35.88,Bali
2435,2023-04-05,38.92,34.92,35.46,Bali
2436,2023-04-06,39.26,34.64,35.46,Bali
2437,2023-04-07,39.92,34.64,35.88,Bali
2438,2023-04-08,39.26,35.23,35.88,Bali
2439,2023-04-09,39.92,34.64,35.88,Bali
2440,2023-04-10,29.44,35.11,36.15,Bali
2441,2023-04-11,39.92,34.36,35.46,Bali
2442,2023-04-12,39.58,34.52,36.76,Bali
2443,2023-04-13,39.58,35.1,36.15,Bali
2444,2023-04-14,40.17,34.07,25.96,Bali
2445,2023-04-15,38.92,35.1,35.9,Bali
2446,2023-04-16,40.7,35.62,35.53,Bali
2447,2023-04-17,38.92,34.4,36.42,Bali
2448,2023-04-18,40.61,34.52,35.6,Bali
2449,2023-04-19,39.84,34.9,19.69,Bali
2450,2023-04-20,40.17,35.32,37.32,Bali
2451,2023-04-21,39.99,35.54,37.32,Bali
2452,2023-04-22,40.19,34.93,38.67,Bali
2453,2023-04-23,39.5,26.42,37.53,Bali
2454,2023-04-24,39.16,34.9,37.65,Bali
2455,2023-04-25,40.17,34.9,37.58,Bali
2456,2023-04-26,40.43,35.32,37.14,Bali
2457,2023-04-27,39.84,34.95,37.74,Bali
2458,2023-04-28,39.84,34.54,35.98,Bali
2459,2023-04-29,40.17,34.24,35.98,Bali
2460,2023-04-30,40.17,34.24,35.98,Bali
2461,2023-05-01,40.17,34.24,35.98,Bali
2462,2023-05-02,38.85,33.22,35.72,Bali
2463,2023-05-03,39.28,34.03,36.39,Bali
2464,2023-05-04,39.5,33.59,36.52,Bali
2465,2023-05-05,39.5,34.24,36.89,Bali
2466,2023-05-06,39.5,34.14,37.0,Bali
2467,2023-05-07,40.17,34.8,35.98,Bali
2468,2023-05-08,39.5,34.8,36.35,Bali
2469,2023-05-09,39.5,34.71,36.52,Bali
2470,2023-05-10,40.62,35.46,35.69,Bali
2471,2023-05-11,39.95,35.69,36.22,Bali
2472,2023-05-12,39.8,35.69,35.96,Bali
2473,2023-05-13,40.54,36.22,36.73,Bali
2474,2023-05-14,39.87,36.54,37.0,Bali
2475,2023-05-15,39.95,34.82,35.98,Bali
2476,2023-05-16,38.47,34.82,36.39,Bali
2477,2023-05-17,39.7,34.82,36.15,Bali
2478,2023-05-18,39.05,34.82,36.06,Bali
2479,2023-05-19,16.34,34.43,36.22,Bali
2480,2023-01-06,34.62,35.57,36.59,Sulawesi Selatan
2481,2023-01-07,32.26,32.91,36.05,Sulawesi Selatan
2482,2023-01-08,33.5,32.91,35.52,Sulawesi Selatan
2483,2023-01-09,34.14,34.3,36.96,Sulawesi Selatan
2484,2023-01-10,37.6,35.6,38.79,Sulawesi Selatan
2485,2023-01-11,31.31,36.51,38.79,Sulawesi Selatan
2486,2023-01-12,39.95,41.36,37.36,Sulawesi Selatan
2487,2023-01-13,36.89,41.77,35.12,Sulawesi Selatan
2488,2023-01-14,38.75,42.17,35.14,Sulawesi Selatan
2489,2023-01-15,39.95,41.73,36.47,Sulawesi Selatan
2490,2023-01-16,38.6,42.65,35.17,Sulawesi Selatan
2491,2023-01-17,37.23,40.04,35.17,Sulawesi Selatan
2492,2023-01-18,35.28,39.58,33.8,Sulawesi Selatan
2493,2023-01-19,31.75,36.24,31.51,Sulawesi Selatan
2494,2023-01-20,33.48,35.86,33.23,Sulawesi Selatan
2495,2023-01-21,33.24,35.39,33.23,Sulawesi Selatan
2496,2023-01-22,32.27,36.69,34.25,Sulawesi Selatan
2497,2023-01-23,30.71,34.65,33.29,Sulawesi Selatan
2498,2023-01-24,30.58,34.73,33.8,Sulawesi Selatan
2499,2023-01-25,30.4,34.89,32.74,Sulawesi Selatan
2500,2023-01-26,29.57,34.49,31.93,Sulawesi Selatan
2501,2023-01-27,31.37,35.14,32.26,Sulawesi Selatan
2502,2023-01-28,30.89,33.57,31.78,Sulawesi Selatan
2503,2023-01-29,31.65,34.71,31.32,Sulawesi Selatan
2504,2023-01-30,31.24,34.07,32.61,Sulawesi Selatan
2505,2023-01-31,31.8,33.49,31.64,Sulawesi Selatan
2506,2023-02-01,28.81,33.19,32.75,Sulawesi Selatan
2507,2023-02-02,29.45,32.93,30.83,Sulawesi Selatan
2508,2023-02-03,29.83,33.1,30.83,Sulawesi Selatan
2509,2023-02-04,30.6,33.99,31.0,Sulawesi Selatan
2510,2023-02-05,31.41,35.62,32.18,Sulawesi Selatan
2511,2023-02-06,26.29,35.15,31.75,Sulawesi Selatan
2512,2023-02-07,31.44,34.66,31.75,Sulawesi Selatan
2513,2023-02-08,31.96,35.94,30.19,Sulawesi Selatan
2514,2023-02-09,32.73,34.66,30.19,Sulawesi Selatan
2515,2023-02-10,34.21,36.2,29.59,Sulawesi Selatan
2516,2023-02-11,35.04,36.2,30.1,Sulawesi Selatan
2517,2023-02-12,35.04,36.08,30.85,Sulawesi Selatan
2518,2023-02-13,34.21,35.33,30.64,Sulawesi Selatan
2519,2023-02-14,34.21,35.33,31.05,Sulawesi Selatan
2520,2023-02-15,33.52,34.08,30.19,Sulawesi Selatan
2521,2023-02-16,35.58,34.43,33.33,Sulawesi Selatan
2522,2023-02-17,33.91,34.43,32.18,Sulawesi Selatan
2523,2023-02-18,35.95,35.71,32.79,Sulawesi Selatan
2524,2023-02-19,32.94,34.25,31.42,Sulawesi Selatan
2525,2023-02-20,32.61,32.16,29.75,Sulawesi Selatan
2526,2023-02-21,33.62,32.63,31.91,Sulawesi Selatan
2527,2023-02-22,33.32,32.42,32.26,Sulawesi Selatan
2528,2023-02-23,32.9,31.17,30.1,Sulawesi Selatan
2529,2023-02-24,33.56,32.44,30.18,Sulawesi Selatan
2530,2023-02-25,33.56,32.44,29.24,Sulawesi Selatan
2531,2023-02-26,34.2,25.83,30.2,Sulawesi Selatan
2532,2023-02-27,32.11,32.14,28.67,Sulawesi Selatan
2533,2023-02-28,30.97,32.76,29.11,Sulawesi Selatan
2534,2023-03-01,30.4,32.01,29.85,Sulawesi Selatan
2535,2023-03-02,30.76,31.19,30.36,Sulawesi Selatan
2536,2023-03-03,31.51,30.76,29.75,Sulawesi Selatan
2537,2023-03-04,30.57,30.55,28.61,Sulawesi Selatan
2538,2023-03-05,32.01,30.66,27.9,Sulawesi Selatan
2539,2023-03-06,30.49,30.16,27.98,Sulawesi Selatan
2540,2023-03-07,32.56,32.01,29.03,Sulawesi Selatan
2541,2023-03-08,33.74,32.01,29.88,Sulawesi Selatan
2542,2023-03-09,33.1,33.42,28.32,Sulawesi Selatan
2543,2023-03-10,32.77,32.26,28.82,Sulawesi Selatan
2544,2023-03-11,33.2,33.5,28.82,Sulawesi Selatan
2545,2023-03-12,34.23,34.64,29.77,Sulawesi Selatan
2546,2023-03-13,35.2,34.9,30.19,Sulawesi Selatan
2547,2023-03-14,34.03,34.13,30.62,Sulawesi Selatan
2548,2023-03-15,33.55,34.13,30.62,Sulawesi Selatan
2549,2023-03-16,31.71,31.25,29.09,Sulawesi Selatan
2550,2023-03-17,30.83,31.44,27.93,Sulawesi Selatan
2551,2023-03-18,30.83,32.82,28.85,Sulawesi Selatan
2552,2023-03-19,31.88,33.73,29.62,Sulawesi Selatan
2553,2023-03-20,29.82,32.16,26.57,Sulawesi Selatan
2554,2023-03-21,31.51,33.43,28.01,Sulawesi Selatan
2555,2023-03-22,30.72,33.06,29.74,Sulawesi Selatan
2556,2023-03-23,31.48,33.29,30.12,Sulawesi Selatan
2557,2023-03-24,31.62,33.6,30.12,Sulawesi Selatan
2558,2023-03-25,28.99,32.2,28.12,Sulawesi Selatan
2559,2023-03-26,31.07,34.38,29.08,Sulawesi Selatan
2560,2023-03-27,33.37,34.53,30.02,Sulawesi Selatan
2561,2023-03-28,32.88,35.2,30.39,Sulawesi Selatan
2562,2023-03-29,33.05,35.17,30.39,Sulawesi Selatan
2563,2023-03-30,32.58,34.39,30.68,Sulawesi Selatan
2564,2023-03-31,32.27,34.04,31.33,Sulawesi Selatan
2565,2023-04-01,32.83,33.65,31.54,Sulawesi Selatan
2566,2023-04-02,32.27,32.56,31.73,Sulawesi Selatan
2567,2023-04-03,31.85,33.02,30.84,Sulawesi Selatan
2568,2023-04-04,31.85,33.02,30.45,Sulawesi Selatan
2569,2023-04-05,31.58,33.02,28.83,Sulawesi Selatan
2570,2023-04-06,31.02,33.76,29.28,Sulawesi Selatan
2571,2023-04-07,31.67,34.31,31.07,Sulawesi Selatan
2572,2023-04-08,31.94,35.23,32.28,Sulawesi Selatan
2573,2023-04-09,32.86,35.04,32.28,Sulawesi Selatan
2574,2023-04-10,32.86,34.31,31.83,Sulawesi Selatan
2575,2023-04-11,32.44,33.56,31.01,Sulawesi Selatan
2576,2023-04-12,32.68,33.24,31.11,Sulawesi Selatan
2577,2023-04-13,31.63,33.23,31.31,Sulawesi Selatan
2578,2023-04-14,34.96,34.34,30.0,Sulawesi Selatan
2579,2023-04-15,32.83,33.29,30.58,Sulawesi Selatan
2580,2023-04-16,35.12,35.42,29.6,Sulawesi Selatan
2581,2023-04-17,36.06,35.53,30.42,Sulawesi Selatan
2582,2023-04-18,33.38,33.82,30.42,Sulawesi Selatan
2583,2023-04-19,33.74,34.4,31.48,Sulawesi Selatan
2584,2023-04-20,31.18,34.43,29.37,Sulawesi Selatan
2585,2023-04-21,33.26,34.77,30.08,Sulawesi Selatan
2586,2023-04-23,29.45,29.7,26.76,Sulawesi Selatan
2587,2023-04-24,33.82,34.52,29.3,Sulawesi Selatan
2588,2023-04-25,31.72,34.02,28.0,Sulawesi Selatan
2589,2023-04-26,37.46,38.4,31.0,Sulawesi Selatan
2590,2023-04-27,37.02,37.69,31.18,Sulawesi Selatan
2591,2023-04-28,37.35,39.28,31.82,Sulawesi Selatan
2592,2023-04-29,38.16,39.55,32.66,Sulawesi Selatan
2593,2023-04-30,37.96,38.04,30.7,Sulawesi Selatan
2594,2023-05-01,37.96,31.27,24.98,Sulawesi Selatan
2595,2023-05-02,37.55,38.71,31.31,Sulawesi Selatan
2596,2023-05-03,37.55,38.71,31.04,Sulawesi Selatan
2597,2023-05-04,36.48,36.42,30.58,Sulawesi Selatan
2598,2023-05-05,36.48,36.61,30.9,Sulawesi Selatan
2599,2023-05-06,36.4,36.36,30.68,Sulawesi Selatan
2600,2023-05-07,37.94,37.33,31.41,Sulawesi Selatan
2601,2023-05-08,36.8,36.23,31.19,Sulawesi Selatan
2602,2023-05-09,34.81,35.8,31.45,Sulawesi Selatan
2603,2023-05-10,36.22,35.9,30.74,Sulawesi Selatan
2604,2023-05-11,35.95,35.76,32.74,Sulawesi Selatan
2605,2023-05-12,37.15,36.69,25.26,Sulawesi Selatan
2606,2023-05-13,36.81,36.58,29.47,Sulawesi Selatan
2607,2023-05-14,34.51,35.18,30.87,Sulawesi Selatan
2608,2023-05-15,34.57,32.83,30.1,Sulawesi Selatan
2609,2023-05-16,33.37,32.79,29.36,Sulawesi Selatan
2610,2023-05-17,33.37,33.25,29.36,Sulawesi Selatan
2611,2023-05-18,33.08,32.5,30.89,Sulawesi Selatan
2612,2023-05-19,32.75,32.89,29.87,Sulawesi Selatan
2613,2023-01-06,46.15,42.22,37.07,Aceh
2614,2023-01-07,44.79,40.73,37.0,Aceh
2615,2023-01-08,44.93,41.03,38.05,Aceh
2616,2023-01-09,46.52,41.68,36.77,Aceh
2617,2023-01-10,46.05,40.15,35.24,Aceh
2618,2023-01-11,46.01,40.52,36.73,Aceh
2619,2023-01-12,45.79,40.57,36.63,Aceh
2620,2023-01-13,45.42,40.5,37.2,Aceh
2621,2023-01-14,46.88,40.38,36.41,Aceh
2622,2023-01-15,40.42,40.06,35.96,Aceh
2623,2023-01-16,45.07,39.64,34.84,Aceh
2624,2023-01-17,46.15,39.43,34.69,Aceh
2625,2023-01-18,47.1,39.9,35.2,Aceh
2626,2023-01-19,46.66,40.27,35.7,Aceh
2627,2023-01-20,45.7,40.24,35.7,Aceh
2628,2023-01-21,45.44,40.53,36.46,Aceh
2629,2023-01-22,45.33,40.6,34.89,Aceh
2630,2023-01-23,45.52,40.62,35.73,Aceh
2631,2023-01-24,45.8,40.28,36.52,Aceh
2632,2023-01-25,45.03,39.53,36.06,Aceh
2633,2023-01-26,45.24,40.71,35.42,Aceh
2634,2023-01-27,46.36,40.15,35.67,Aceh
2635,2023-01-28,46.46,40.94,36.26,Aceh
2636,2023-01-29,47.05,41.72,35.81,Aceh
2637,2023-01-30,47.55,40.25,35.9,Aceh
2638,2023-01-31,47.49,40.6,37.49,Aceh
2639,2023-02-01,47.19,41.03,38.2,Aceh
2640,2023-02-02,47.11,40.92,37.67,Aceh
2641,2023-02-03,47.05,41.99,37.26,Aceh
2642,2023-02-04,47.08,41.31,36.88,Aceh
2643,2023-02-05,48.19,41.13,37.07,Aceh
2644,2023-02-06,47.39,40.79,37.3,Aceh
2645,2023-02-07,47.25,40.76,38.73,Aceh
2646,2023-02-08,47.46,40.14,37.08,Aceh
2647,2023-02-09,47.08,39.59,36.75,Aceh
2648,2023-02-10,46.86,40.75,36.69,Aceh
2649,2023-02-11,46.73,39.32,35.57,Aceh
2650,2023-02-12,46.93,39.51,36.04,Aceh
2651,2023-02-13,46.93,29.3,35.81,Aceh
2652,2023-02-14,46.97,38.62,38.11,Aceh
2653,2023-02-15,46.25,39.07,36.18,Aceh
2654,2023-02-16,46.93,39.18,36.59,Aceh
2655,2023-02-17,48.27,40.8,37.51,Aceh
2656,2023-02-18,47.69,39.56,36.41,Aceh
2657,2023-02-19,47.02,39.22,35.67,Aceh
2658,2023-02-20,45.88,38.32,35.19,Aceh
2659,2023-02-21,45.84,39.1,35.14,Aceh
2660,2023-02-22,46.77,39.29,35.4,Aceh
2661,2023-02-23,46.03,39.25,35.51,Aceh
2662,2023-02-24,45.47,38.66,35.88,Aceh
2663,2023-02-25,45.62,39.17,35.82,Aceh
2664,2023-02-26,44.72,38.04,36.2,Aceh
2665,2023-02-27,46.05,39.92,36.03,Aceh
2666,2023-02-28,46.23,38.88,36.09,Aceh
2667,2023-03-01,46.67,38.9,35.17,Aceh
2668,2023-03-02,46.89,39.09,36.17,Aceh
2669,2023-03-03,46.89,40.57,36.62,Aceh
2670,2023-03-04,46.4,38.91,36.72,Aceh
2671,2023-03-05,46.5,38.98,36.52,Aceh
2672,2023-03-06,47.24,39.96,35.7,Aceh
2673,2023-03-07,45.67,39.71,36.32,Aceh
2674,2023-03-08,44.91,39.39,36.22,Aceh
2675,2023-03-09,45.48,39.48,35.91,Aceh
2676,2023-03-10,45.06,39.42,36.03,Aceh
2677,2023-03-11,45.96,38.81,35.12,Aceh
2678,2023-03-12,44.76,38.45,35.81,Aceh
2679,2023-03-13,45.0,38.32,36.76,Aceh
2680,2023-03-14,45.11,38.19,35.76,Aceh
2681,2023-03-15,44.94,38.28,35.04,Aceh
2682,2023-03-16,45.44,38.3,35.09,Aceh
2683,2023-03-17,45.25,38.27,35.34,Aceh
2684,2023-03-18,44.3,37.02,34.91,Aceh
2685,2023-03-19,44.71,36.79,34.57,Aceh
2686,2023-03-20,44.87,37.88,34.16,Aceh
2687,2023-03-21,45.96,39.34,36.01,Aceh
2688,2023-03-22,43.86,39.25,31.81,Aceh
