Date,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Provinsi
2023-05-17,49.05,31.45,45.0,Lampung
2023-05-20,48.54,32.67,45.0,Lampung
2023-05-21,48.9,31.82,45.0,Lampung
2023-05-25,45.55,32.28857142857142,45.0,Lampung
2023-05-28,44.08,31.75,45.0,Lampung
2023-05-29,45.72,32.16979591836735,45.0,Lampung
2023-06-01,43.28,32.07690962099126,45.0,Lampung
2023-06-02,42.98,32.03218242399,45.0,Lampung
2023-06-03,44.5,32.11535134170286,45.0,Lampung
2023-06-04,46.01,32.036115819088984,45.0,Lampung
2023-06-05,43.8,32.066989507530266,45.0,Lampung
2023-06-06,42.73,32.035334947381536,45.0,Lampung
2023-01-06,35.07,34.38,33.54,Kepulauan Bangka Belitung
2023-01-07,35.07,36.14,33.43,Kepulauan Bangka Belitung
2023-01-08,33.28,35.32,31.72,Kepulauan Bangka Belitung
2023-01-09,34.473333333333336,34.67,31.08,Kepulauan Bangka Belitung
2023-01-10,35.66,34.67,29.62,Kepulauan Bangka Belitung
2023-01-11,35.45,34.25,30.2,Kepulauan Bangka Belitung
2023-01-12,35.09,34.14,30.79,Kepulauan Bangka Belitung
2023-01-13,34.81,34.16,30.14,Kepulauan Bangka Belitung
2023-01-14,35.39,34.49,29.77,Kepulauan Bangka Belitung
2023-01-15,34.88,33.96,29.22,Kepulauan Bangka Belitung
2023-01-16,34.26,33.35,29.05,Kepulauan Bangka Belitung
2023-01-17,34.34,33.7,28.96,Kepulauan Bangka Belitung
2023-01-18,34.24,33.58,30.04,Kepulauan Bangka Belitung
2023-01-19,34.66,33.48,30.37,Kepulauan Bangka Belitung
2023-01-20,34.75,33.7,30.37,Kepulauan Bangka Belitung
2023-01-21,34.75,33.8,30.63,Kepulauan Bangka Belitung
2023-01-22,35.23,34.26,30.63,Kepulauan Bangka Belitung
2023-01-23,35.27,34.25,30.63,Kepulauan Bangka Belitung
2023-01-24,35.3,34.38,31.1,Kepulauan Bangka Belitung
2023-01-25,35.3,32.8,30.62,Kepulauan Bangka Belitung
2023-01-26,35.15,32.47,30.1,Kepulauan Bangka Belitung
2023-01-27,35.15,32.41,29.83,Kepulauan Bangka Belitung
2023-01-28,35.16,32.36,30.79,Kepulauan Bangka Belitung
2023-01-29,35.63,32.9,30.21,Kepulauan Bangka Belitung
2023-01-30,35.01,32.6,29.92,Kepulauan Bangka Belitung
2023-01-31,35.01,32.6,29.92,Kepulauan Bangka Belitung
2023-02-01,35.01,32.73,28.84,Kepulauan Bangka Belitung
2023-02-02,34.84,32.23,29.24,Kepulauan Bangka Belitung
2023-02-03,34.67,31.93,28.84,Kepulauan Bangka Belitung
2023-02-04,35.05,32.14,28.72,Kepulauan Bangka Belitung
2023-02-05,34.29,32.14,28.72,Kepulauan Bangka Belitung
2023-02-06,34.67,31.61,28.61,Kepulauan Bangka Belitung
2023-02-07,34.67,31.7,28.66,Kepulauan Bangka Belitung
2023-02-08,33.46,31.43,28.66,Kepulauan Bangka Belitung
2023-02-09,35.05,31.99,28.62,Kepulauan Bangka Belitung
2023-02-10,35.64,31.51,28.69,Kepulauan Bangka Belitung
2023-02-11,34.55,32.01,28.71,Kepulauan Bangka Belitung
2023-02-12,35.04,31.93,28.667142857142856,Kepulauan Bangka Belitung
2023-02-13,34.12,31.85,28.81,Kepulauan Bangka Belitung
2023-02-14,34.12,32.05,28.68,Kepulauan Bangka Belitung
2023-02-15,34.31,32.27,28.61,Kepulauan Bangka Belitung
2023-02-16,33.43,31.63,29.34,Kepulauan Bangka Belitung
2023-02-17,33.75,31.44,29.43,Kepulauan Bangka Belitung
2023-02-18,34.35,31.91,30.36,Kepulauan Bangka Belitung
2023-02-19,34.15,31.7,29.37,Kepulauan Bangka Belitung
2023-02-20,34.98,32.37,29.3,Kepulauan Bangka Belitung
2023-02-21,34.15571428571429,31.67,28.92,Kepulauan Bangka Belitung
2023-02-22,34.15,31.79,29.43,Kepulauan Bangka Belitung
2023-02-23,33.83,31.79,28.92,Kepulauan Bangka Belitung
2023-02-24,34.06,31.96,29.01,Kepulauan Bangka Belitung
2023-02-25,34.06,31.79,28.75,Kepulauan Bangka Belitung
2023-02-26,34.34,32.18,28.79,Kepulauan Bangka Belitung
2023-02-27,34.06,31.32,28.75,Kepulauan Bangka Belitung
2023-02-28,34.06,31.42,28.75,Kepulauan Bangka Belitung
2023-03-01,33.97,31.42,28.66,Kepulauan Bangka Belitung
2023-03-02,34.05,31.697142857142858,29.4,Kepulauan Bangka Belitung
2023-03-03,34.82,31.92,28.59,Kepulauan Bangka Belitung
2023-03-04,33.92,31.58,28.83,Kepulauan Bangka Belitung
2023-03-05,33.92,31.48,28.74,Kepulauan Bangka Belitung
2023-03-06,34.43,31.62,29.4,Kepulauan Bangka Belitung
2023-03-07,33.4,30.78,28.910000000000004,Kepulauan Bangka Belitung
2023-03-08,33.49,31.41,28.93285714285714,Kepulauan Bangka Belitung
2023-03-09,33.5,31.68,29.27,Kepulauan Bangka Belitung
2023-03-10,34.1,31.28,28.58,Kepulauan Bangka Belitung
2023-03-11,33.76,31.63,29.38,Kepulauan Bangka Belitung
2023-03-12,34.19,31.79,29.03040816326531,Kepulauan Bangka Belitung
2023-03-13,33.76,31.63,29.86,Kepulauan Bangka Belitung
2023-03-14,33.67,31.2,29.29,Kepulauan Bangka Belitung
2023-03-15,33.62,31.04,29.64,Kepulauan Bangka Belitung
2023-03-16,34.2,31.39,28.96,Kepulauan Bangka Belitung
2023-03-17,34.06,31.49,29.28,Kepulauan Bangka Belitung
2023-03-18,34.2,31.42,30.2,Kepulauan Bangka Belitung
2023-03-19,35.05,31.6,28.65,Kepulauan Bangka Belitung
2023-03-20,34.23,31.18,29.03,Kepulauan Bangka Belitung
2023-03-21,34.58,31.3,29.17,Kepulauan Bangka Belitung
2023-03-22,34.28,31.3,29.8,Kepulauan Bangka Belitung
2023-03-23,34.15,31.28,29.07,Kepulauan Bangka Belitung
2023-03-24,33.12,30.88,29.07,Kepulauan Bangka Belitung
2023-03-25,34.15,31.14,29.52,Kepulauan Bangka Belitung
2023-03-26,34.49,31.67,29.97,Kepulauan Bangka Belitung
2023-03-27,34.53,31.45,29.62,Kepulauan Bangka Belitung
2023-03-28,34.53,31.28,30.22,Kepulauan Bangka Belitung
2023-03-29,34.61,31.54,29.88,Kepulauan Bangka Belitung
2023-03-30,34.7,31.36,30.42,Kepulauan Bangka Belitung
2023-03-31,34.32,31.64,29.88,Kepulauan Bangka Belitung
2023-04-01,34.51,31.74,29.88,Kepulauan Bangka Belitung
2023-04-02,34.527142857142856,31.74,29.8,Kepulauan Bangka Belitung
2023-04-03,34.43,31.54,29.88,Kepulauan Bangka Belitung
2023-04-04,34.35,31.67,29.88,Kepulauan Bangka Belitung
2023-04-05,34.95,31.64,29.53,Kepulauan Bangka Belitung
2023-04-06,35.83,32.06,31.1,Kepulauan Bangka Belitung
2023-04-07,36.09,32.5,29.81,Kepulauan Bangka Belitung
2023-04-08,35.62,31.33,29.66,Kepulauan Bangka Belitung
2023-04-09,34.07,31.26,31.68,Kepulauan Bangka Belitung
2023-04-10,35.29,31.92,30.36,Kepulauan Bangka Belitung
2023-04-11,35.31,31.86,30.45,Kepulauan Bangka Belitung
2023-04-12,34.56,31.82,29.95,Kepulauan Bangka Belitung
2023-04-13,34.79,32.01,29.26,Kepulauan Bangka Belitung
2023-04-14,34.72,32.56,30.3,Kepulauan Bangka Belitung
2023-04-15,35.37,32.29,30.48,Kepulauan Bangka Belitung
2023-04-16,34.87285714285714,32.66,30.89,Kepulauan Bangka Belitung
2023-04-17,35.37,32.21,30.5,Kepulauan Bangka Belitung
2023-04-18,35.94,32.85,31.44,Kepulauan Bangka Belitung
2023-04-19,35.98,33.18,31.74,Kepulauan Bangka Belitung
2023-04-20,36.73,32.88,31.79,Kepulauan Bangka Belitung
2023-04-21,36.82,33.11,32.4,Kepulauan Bangka Belitung
2023-04-23,35.86897959183673,32.74,30.0,Kepulauan Bangka Belitung
2023-04-24,37.79,32.99,31.45,Kepulauan Bangka Belitung
2023-04-25,36.96,32.61,32.03,Kepulauan Bangka Belitung
2023-04-26,36.96,32.84,31.56,Kepulauan Bangka Belitung
2023-04-27,36.46,32.76,31.32,Kepulauan Bangka Belitung
2023-04-28,37.09,33.68,31.61,Kepulauan Bangka Belitung
2023-04-29,36.35,33.37,31.03,Kepulauan Bangka Belitung
2023-04-30,36.51,33.18,31.65,Kepulauan Bangka Belitung
2023-05-01,36.28,33.39,31.61,Kepulauan Bangka Belitung
2023-05-02,36.63,33.13,30.54,Kepulauan Bangka Belitung
2023-05-03,36.63,32.66,30.2,Kepulauan Bangka Belitung
2023-05-04,36.63,32.7,30.91,Kepulauan Bangka Belitung
2023-05-05,36.36,32.87,30.2,Kepulauan Bangka Belitung
2023-05-06,36.27,32.91,30.29,Kepulauan Bangka Belitung
2023-05-07,36.59,33.26,29.73,Kepulauan Bangka Belitung
2023-05-08,36.08,33.1,30.12,Kepulauan Bangka Belitung
2023-05-09,36.21,32.1,30.29,Kepulauan Bangka Belitung
2023-05-10,35.9,31.71,29.79,Kepulauan Bangka Belitung
2023-05-11,35.87,32.22,30.22,Kepulauan Bangka Belitung
2023-05-12,36.42,32.44,30.29,Kepulauan Bangka Belitung
2023-05-13,36.83,31.69,30.02,Kepulauan Bangka Belitung
2023-05-14,36.01,31.71,29.79,Kepulauan Bangka Belitung
2023-05-15,36.61,32.13857142857143,29.71,Kepulauan Bangka Belitung
2023-05-16,36.99,32.07,30.97,Kepulauan Bangka Belitung
2023-05-17,36.34,31.53,29.71,Kepulauan Bangka Belitung
2023-05-18,36.61,31.5,30.101428571428574,Kepulauan Bangka Belitung
2023-05-19,36.33,31.5,30.02,Kepulauan Bangka Belitung
2023-05-20,35.13,31.17,30.02,Kepulauan Bangka Belitung
2023-05-21,36.51,30.83,29.53,Kepulauan Bangka Belitung
2023-05-22,36.61,31.05,29.62,Kepulauan Bangka Belitung
2023-05-23,36.61,30.58,29.53,Kepulauan Bangka Belitung
2023-05-24,37.33,30.8,29.71,Kepulauan Bangka Belitung
2023-05-25,37.08,30.94,29.91,Kepulauan Bangka Belitung
2023-05-26,36.98,31.02,29.99,Kepulauan Bangka Belitung
2023-05-27,37.43,31.63,29.9,Kepulauan Bangka Belitung
2023-05-28,37.26,31.46,29.45,Kepulauan Bangka Belitung
2023-05-29,37.26,31.46,29.73,Kepulauan Bangka Belitung
2023-05-30,37.34,32.07,30.14,Kepulauan Bangka Belitung
2023-05-31,37.34,31.32,29.74,Kepulauan Bangka Belitung
2023-06-01,36.49,31.69,29.26,Kepulauan Bangka Belitung
2023-06-02,37.41,31.64,29.74,Kepulauan Bangka Belitung
2023-06-03,37.7,31.97,30.06,Kepulauan Bangka Belitung
2023-06-04,37.31,31.71,29.91,Kepulauan Bangka Belitung
2023-06-05,37.91,31.76,29.61,Kepulauan Bangka Belitung
2023-06-06,37.7,31.64,29.58,Kepulauan Bangka Belitung
2023-06-07,37.69,31.32,29.58,Kepulauan Bangka Belitung
2023-06-08,37.75,31.38,30.06,Kepulauan Bangka Belitung
2023-01-06,48.8,43.38,39.42,Kepulauan Riau
2023-01-07,57.47,46.73,46.36,Kepulauan Riau
2023-01-08,59.57,47.95,46.36,Kepulauan Riau
2023-01-09,64.57,48.21,42.22,Kepulauan Riau
2023-01-10,53.65,44.0,38.07,Kepulauan Riau
2023-01-11,53.85,45.67,38.33,Kepulauan Riau
2023-01-12,52.53,41.44,40.52,Kepulauan Riau
2023-01-13,48.68,41.9,43.36,Kepulauan Riau
2023-01-14,48.68,41.29,42.84,Kepulauan Riau
2023-01-15,47.95,38.53,40.25,Kepulauan Riau
2023-01-16,46.9,36.97,36.79,Kepulauan Riau
2023-01-17,50.31999999999999,34.55,36.02,Kepulauan Riau
2023-01-18,49.84428571428571,34.66,42.84,Kepulauan Riau
2023-01-19,49.27204081632654,33.88,40.52,Kepulauan Riau
2023-01-20,48.806618075801744,37.39714285714286,37.74,Kepulauan Riau
2023-01-21,48.824706372344856,36.75387755102041,39.57142857142857,Kepulauan Riau
2023-01-22,48.845378711251264,36.105860058309034,40.75,Kepulauan Riau
2023-01-23,48.973289955715735,35.759554352353184,37.42,Kepulauan Riau
2023-01-24,49.269474235103694,35.58663354554649,37.42,Kepulauan Riau
2023-01-25,45.93,35.73472405205313,37.27,Kepulauan Riau
2023-01-26,48.56021545236341,35.8882560594893,37.08,Kepulauan Riau
2023-01-27,45.01,36.17514978227349,37.26,Kepulauan Riau
2023-01-28,47.91615210382556,35.24,38.26,Kepulauan Riau
2023-01-29,45.09,36.42,37.8,Kepulauan Riau
2023-01-30,51.19,37.6,38.61,Kepulauan Riau
2023-01-31,46.07,39.78,38.56,Kepulauan Riau
2023-02-01,48.76,39.91,41.83,Kepulauan Riau
2023-02-02,47.49,40.96,37.08,Kepulauan Riau
2023-02-03,46.12,35.16,41.46,Kepulauan Riau
2023-02-04,48.12,37.14,38.26,Kepulauan Riau
2023-02-05,45.51,36.36,39.56,Kepulauan Riau
2023-02-06,47.21,38.05,37.8,Kepulauan Riau
2023-02-07,50.01,37.54,36.82,Kepulauan Riau
2023-02-08,48.85,38.34,41.02,Kepulauan Riau
2023-02-09,49.7,37.54,41.94,Kepulauan Riau
2023-02-10,49.17,34.64,37.13,Kepulauan Riau
2023-02-11,48.82,34.45,38.68,Kepulauan Riau
2023-02-12,52.01,37.62,37.43,Kepulauan Riau
2023-02-13,48.16,34.66,37.74,Kepulauan Riau
2023-02-14,48.58,36.66,39.89,Kepulauan Riau
2023-02-15,47.61,35.79,39.14,Kepulauan Riau
2023-02-16,45.49,37.0,39.14,Kepulauan Riau
2023-02-17,46.26,38.4,39.53,Kepulauan Riau
2023-02-18,48.13285714285714,36.49,37.43,Kepulauan Riau
2023-02-19,48.03469387755102,37.6,39.21,Kepulauan Riau
2023-02-20,45.01,35.16,42.84,Kepulauan Riau
2023-02-21,46.12,35.58,35.54,Kepulauan Riau
2023-02-22,47.05,35.59,38.99,Kepulauan Riau
2023-02-23,47.17,35.24,38.07,Kepulauan Riau
2023-02-24,46.82536443148688,34.6,39.66,Kepulauan Riau
2023-02-25,46.906130778842154,33.78,37.44,Kepulauan Riau
2023-02-26,46.730884155411445,35.63,39.89,Kepulauan Riau
2023-02-27,46.54462562367722,34.01,38.15,Kepulauan Riau
2023-02-28,45.49,34.37,37.0,Kepulauan Riau
2023-03-01,46.57,35.04,36.63,Kepulauan Riau
2023-03-02,48.29,34.45,38.33,Kepulauan Riau
2023-03-03,48.29,33.78,38.63,Kepulauan Riau
2023-03-04,50.32,37.44,42.84,Kepulauan Riau
2023-03-05,48.34,34.07,36.19,Kepulauan Riau
2023-03-06,51.44,35.34,39.94,Kepulauan Riau
2023-03-07,54.11,36.19,42.26,Kepulauan Riau
2023-03-08,52.71,37.62,41.69,Kepulauan Riau
2023-03-09,53.17,36.32,38.68,Kepulauan Riau
2023-03-10,52.95,42.19,44.18,Kepulauan Riau
2023-03-11,51.11,40.02,37.97,Kepulauan Riau
2023-03-12,53.32,39.62,39.36,Kepulauan Riau
2023-03-13,47.64,36.78,43.14,Kepulauan Riau
2023-03-14,50.79,37.32,42.74,Kepulauan Riau
2023-03-15,49.32,38.98,43.14,Kepulauan Riau
2023-03-16,48.61,37.37,41.29,Kepulauan Riau
2023-03-17,49.32,38.43,38.17,Kepulauan Riau
2023-03-18,50.85,37.22,37.51,Kepulauan Riau
2023-03-19,49.43,38.95,40.12,Kepulauan Riau
2023-03-20,48.99,36.03,40.25,Kepulauan Riau
2023-03-21,46.7,35.97,40.25,Kepulauan Riau
2023-03-22,47.04,35.44,42.62,Kepulauan Riau
2023-03-23,46.02,35.57,36.3,Kepulauan Riau
2023-03-24,48.99,35.44,34.91,Kepulauan Riau
2023-03-25,47.78,37.36,42.5,Kepulauan Riau
2023-03-26,47.85000000000001,36.72,44.4,Kepulauan Riau
2023-03-27,46.4,34.66,38.99,Kepulauan Riau
2023-03-28,47.59,34.79,40.72,Kepulauan Riau
2023-03-29,46.84,35.71142857142857,40.69,Kepulauan Riau
2023-03-30,47.28,35.750204081632646,38.71,Kepulauan Riau
2023-03-31,47.52,35.77594752186589,37.43,Kepulauan Riau
2023-04-01,46.12,35.0,36.65,Kepulauan Riau
2023-04-02,48.2,35.19,40.75,Kepulauan Riau
2023-04-03,45.45,35.72,37.08,Kepulauan Riau
2023-04-04,50.0,36.92,41.41,Kepulauan Riau
2023-04-05,50.39,37.14,38.99,Kepulauan Riau
2023-04-06,49.72,35.96,41.03,Kepulauan Riau
2023-04-07,50.84,39.3,36.39,Kepulauan Riau
2023-04-08,46.97,37.85,36.92,Kepulauan Riau
2023-04-09,45.49,35.34,38.33,Kepulauan Riau
2023-04-10,47.78,36.14,37.53,Kepulauan Riau
2023-04-11,52.4,41.38,39.21,Kepulauan Riau
2023-04-12,51.99,38.6,37.8,Kepulauan Riau
2023-04-13,52.24,37.59,37.08,Kepulauan Riau
2023-04-14,50.63,37.3,39.31,Kepulauan Riau
2023-04-15,50.2,34.37,37.08,Kepulauan Riau
2023-04-16,52.33,35.97,37.43,Kepulauan Riau
2023-04-17,47.32,36.77,37.22,Kepulauan Riau
2023-04-18,49.78,35.37,38.34,Kepulauan Riau
2023-04-19,46.92,36.75,37.22,Kepulauan Riau
2023-04-20,50.36,36.36,36.94,Kepulauan Riau
2023-04-21,52.78,38.0,37.42,Kepulauan Riau
2023-04-23,70.0,40.0,35.0,Kepulauan Riau
2023-04-24,48.99,37.03142857142858,37.08142857142857,Kepulauan Riau
2023-04-25,48.53,36.8,41.21,Kepulauan Riau
2023-04-26,53.08,39.81,40.75,Kepulauan Riau
2023-04-27,53.12,40.37,39.49,Kepulauan Riau
2023-04-28,48.96,36.36,41.03,Kepulauan Riau
2023-04-29,59.83,42.19,38.29,Kepulauan Riau
2023-04-30,54.05,39.59,38.7,Kepulauan Riau
2023-05-01,53.07,40.14,37.52,Kepulauan Riau
2023-05-02,53.14,39.94,38.69,Kepulauan Riau
2023-05-03,56.52,39.47,39.84,Kepulauan Riau
2023-05-04,57.68,40.84,39.79,Kepulauan Riau
2023-05-05,48.96,40.54,36.22,Kepulauan Riau
2023-05-06,52.54,38.33,38.53,Kepulauan Riau
2023-05-07,53.76,40.04,40.75,Kepulauan Riau
2023-05-08,55.22,40.93,39.56,Kepulauan Riau
2023-05-09,55.3,40.38,39.06,Kepulauan Riau
2023-05-10,53.26,39.34,40.75,Kepulauan Riau
2023-05-11,53.34,40.81,39.53,Kepulauan Riau
2023-05-12,54.48,40.81,39.199999999999996,Kepulauan Riau
2023-05-13,53.87,40.81,38.21,Kepulauan Riau
2023-05-14,53.65,40.63,39.21,Kepulauan Riau
2023-05-15,55.07,40.97,40.75,Kepulauan Riau
2023-05-16,54.138571428571424,40.27,39.53000000000001,Kepulauan Riau
2023-05-17,54.29,39.74,39.56,Kepulauan Riau
2023-05-18,55.96,38.31,38.06,Kepulauan Riau
2023-05-19,53.04,38.59,37.43,Kepulauan Riau
2023-05-20,53.09,39.11,37.64,Kepulauan Riau
2023-05-21,54.41,37.73,41.41,Kepulauan Riau
2023-05-22,51.97,38.05,41.41,Kepulauan Riau
2023-05-23,49.99,37.35,39.291428571428575,Kepulauan Riau
2023-05-24,51.17,37.54,36.0,Kepulauan Riau
2023-05-25,51.1,36.61,36.77,Kepulauan Riau
2023-05-26,52.11000000000001,35.67,36.92,Kepulauan Riau
2023-05-27,49.97,36.66,35.94,Kepulauan Riau
2023-05-28,49.06,36.44,39.69,Kepulauan Riau
2023-05-29,49.29,37.54,38.07,Kepulauan Riau
2023-05-30,51.15,36.83,36.0,Kepulauan Riau
2023-05-31,49.6,36.36,35.43,Kepulauan Riau
2023-06-01,50.23,35.57,35.54,Kepulauan Riau
2023-06-02,48.65,35.86,36.0,Kepulauan Riau
2023-06-03,51.97,35.37,34.71,Kepulauan Riau
2023-06-04,47.9,36.86,38.69,Kepulauan Riau
2023-06-05,47.92,37.67,36.0,Kepulauan Riau
2023-06-06,48.83,37.47,36.0,Kepulauan Riau
2023-06-07,51.15,38.15,36.66,Kepulauan Riau
2023-06-08,49.46,38.14,36.22857142857143,Kepulauan Riau
2023-01-06,32.01,29.03,38.0,DKI Jakarta
2023-01-07,34.76,28.36,38.0,DKI Jakarta
2023-01-08,34.5,28.71,38.0,DKI Jakarta
2023-01-09,34.34,35.0,40.0,DKI Jakarta
2023-01-10,33.9025,27.04,40.0,DKI Jakarta
2023-01-11,34.4,27.39,40.0,DKI Jakarta
2023-01-14,35.43,27.29,40.0,DKI Jakarta
2023-01-15,34.27,28.12,40.0,DKI Jakarta
2023-01-16,34.51464285714286,27.8,38.0,DKI Jakarta
2023-01-17,32.24,31.71,38.0,DKI Jakarta
2023-01-18,34.15673469387756,25.82,38.0,DKI Jakarta
2023-01-19,34.130553935860064,25.21,38.0,DKI Jakarta
2023-01-20,34.163133069554355,25.21,38.0,DKI Jakarta
2023-01-21,34.12929493663355,24.52,38.0,DKI Jakarta
2023-01-22,33.9434799275812,24.52,38.0,DKI Jakarta
2023-01-23,33.89683420294994,25.37,38.0,DKI Jakarta
2023-01-24,33.80857582377953,27.03,38.0,DKI Jakarta
2023-01-25,34.03265808431946,27.03,38.0,DKI Jakarta
2023-01-26,34.014932854382586,27.29,38.0,DKI Jakarta
2023-01-27,32.4,28.6,38.0,DKI Jakarta
2023-01-28,32.4,26.94,38.0,DKI Jakarta
2023-01-29,32.4,27.77,38.0,DKI Jakarta
2023-01-30,32.4,27.77,38.0,DKI Jakarta
2023-01-31,32.4,27.77,38.0,DKI Jakarta
2023-02-01,34.94,25.35,38.0,DKI Jakarta
2023-02-02,32.67,25.35,38.0,DKI Jakarta
2023-02-03,34.94,26.59,38.0,DKI Jakarta
2023-02-04,33.22,25.71,38.0,DKI Jakarta
2023-02-05,33.22,25.71,38.0,DKI Jakarta
2023-02-06,33.22,25.71,38.0,DKI Jakarta
2023-02-07,35.66,27.03,38.0,DKI Jakarta
2023-02-08,33.22,25.71,38.0,DKI Jakarta
2023-02-09,32.32,24.6,38.0,DKI Jakarta
2023-02-10,31.91,24.77,38.0,DKI Jakarta
2023-02-11,32.44,24.6,38.0,DKI Jakarta
2023-02-12,33.14142857142857,24.17,38.0,DKI Jakarta
2023-02-13,33.13020408163265,24.97,38.0,DKI Jakarta
2023-02-14,33.11737609329446,24.63,38.0,DKI Jakarta
2023-02-15,32.75414410662224,24.8,38.0,DKI Jakarta
2023-02-16,32.68759326471113,24.57,38.0,DKI Jakarta
2023-02-17,32.7401065882413,24.39,38.0,DKI Jakarta
2023-02-18,32.85869324370434,24.59,38.0,DKI Jakarta
2023-02-19,33.68,26.45,38.0,DKI Jakarta
2023-02-20,33.68,24.34,38.0,DKI Jakarta
2023-02-21,34.38,26.22,38.0,DKI Jakarta
2023-02-22,32.47,25.051428571428573,38.0,DKI Jakarta
2023-02-23,31.96,24.74,38.0,DKI Jakarta
2023-02-24,31.96,24.74,38.0,DKI Jakarta
2023-02-25,32.99838474910062,27.93,38.0,DKI Jakarta
2023-02-27,33.01834067844295,27.35,38.0,DKI Jakarta
2023-02-28,35.09,26.66,38.0,DKI Jakarta
2023-03-01,33.42,26.56,38.0,DKI Jakarta
2023-03-02,33.42,26.06,38.0,DKI Jakarta
2023-03-03,35.94,26.48,38.0,DKI Jakarta
2023-03-04,35.94,27.48,38.0,DKI Jakarta
2023-03-05,37.49,27.1,38.0,DKI Jakarta
2023-03-06,38.27,27.57,38.0,DKI Jakarta
2023-03-07,38.76,27.57,38.0,DKI Jakarta
2023-03-08,35.93,27.19,38.0,DKI Jakarta
2023-03-09,36.16,24.93,38.0,DKI Jakarta
2023-03-11,35.93,25.03,38.0,DKI Jakarta
2023-03-12,35.93,26.3,38.0,DKI Jakarta
2023-03-13,35.93,25.51,38.0,DKI Jakarta
2023-03-14,36.33,25.51,38.0,DKI Jakarta
2023-03-15,36.33,25.51,38.0,DKI Jakarta
2023-03-16,36.33,24.12,38.0,DKI Jakarta
2023-03-17,35.41,24.12,38.0,DKI Jakarta
2023-03-18,36.33,25.03,38.0,DKI Jakarta
2023-03-19,36.33,25.03,38.0,DKI Jakarta
2023-03-20,39.07,26.74,38.0,DKI Jakarta
2023-03-21,35.34,25.03,38.0,DKI Jakarta
2023-03-22,36.33,25.81,35.0,DKI Jakarta
2023-03-24,35.02,25.03,37.57142857142857,DKI Jakarta
2023-03-27,32.94,25.48,37.51020408163265,DKI Jakarta
2023-03-28,33.73,25.03,37.4402332361516,DKI Jakarta
2023-03-29,34.6,25.48,37.360266555601825,DKI Jakarta
2023-03-30,33.79,23.91,37.268876063544944,DKI Jakarta
2023-03-31,34.99,25.48,37.16442978690851,DKI Jakarta
2023-04-02,37.53,26.74,37.04506261360973,DKI Jakarta
2023-04-03,33.8,25.48,37.33721441555398,DKI Jakarta
2023-04-04,34.6,25.48,37.303755250429035,DKI Jakarta
2023-04-05,34.6,25.48,37.27426256025709,DKI Jakarta
2023-04-06,39.82,26.74,37.25055246370073,DKI Jakarta
2023-04-07,36.28,25.48,37.23487902200058,DKI Jakarta
2023-04-08,37.53,26.74,37.23002230177995,DKI Jakarta
2023-04-09,32.4,25.04,37.2393926610473,DKI Jakarta
2023-04-10,36.05,24.12,37.26715409639552,DKI Jakarta
2023-04-11,36.05,24.12,37.25714547937288,DKI Jakarta
2023-04-12,40.33,25.57,37.25048694065058,DKI Jakarta
2023-04-13,36.05,25.40142857142857,37.24709042356393,DKI Jakarta
2023-04-14,36.05,23.65,37.24659584640153,DKI Jakarta
2023-04-17,35.05,24.38,37.24826967845882,DKI Jakarta
2023-04-18,34.32,24.12,37.2508764465558,DKI Jakarta
2023-04-26,41.95,25.3,37.25251698734273,DKI Jakarta
2023-04-27,37.82,25.3,37.250425971763754,DKI Jakarta
2023-04-28,37.82,25.3,37.24946604210531,DKI Jakarta
2023-04-29,34.3,24.6,37.24932019945597,DKI Jakarta
2023-05-02,34.71,23.54,37.24963873886912,DKI Jakarta
2023-05-03,38.81,24.84,37.250073437793084,DKI Jakarta
2023-05-04,33.99,23.73,37.25033111769797,DKI Jakarta
2023-05-05,34.91,23.73,37.25025321357542,DKI Jakarta
2023-05-07,34.64,24.434285714285714,37.24992981732295,DKI Jakarta
2023-05-08,35.9,24.31061224489796,37.24985893811712,DKI Jakarta
2023-05-09,34.91,23.52,37.24991506611881,DKI Jakarta
2023-05-10,37.37,25.01,37.250000047070635,DKI Jakarta
2023-05-11,37.37,25.01,37.250051662527994,DKI Jakarta
2023-05-12,36.75,24.58,37.25004855177584,DKI Jakarta
2023-05-14,35.7,24.5,37.25000818521554,DKI Jakarta
2023-05-15,39.19,24.08,37.24997318116413,DKI Jakarta
2023-05-16,34.64,24.67,32.4,DKI Jakarta
2023-05-17,35.02,24.6,36.557142384839,DKI Jakarta
2023-05-19,34.3,24.635714285714283,36.45817485894188,DKI Jakarta
2023-05-22,40.57,23.7,36.34505697492349,DKI Jakarta
2023-05-23,36.05,24.88,36.215772019551416,DKI Jakarta
2023-05-25,36.83,24.43,36.06801822923364,DKI Jakarta
2023-05-26,39.04,24.43,35.89916252123622,DKI Jakarta
2023-05-28,35.12,23.63,35.706189569817944,DKI Jakarta
2023-05-29,34.61,23.52,36.178502365506226,DKI Jakarta
2023-05-30,38.81,24.52,36.12441093417298,DKI Jakarta
2023-05-31,35.54,24.15857142857143,36.076730373491706,DKI Jakarta
2023-06-02,35.54,23.87,36.03839800185859,DKI Jakarta
2023-06-03,38.81,24.52,36.0130588564739,DKI Jakarta
2023-06-05,35.71,24.17,36.00520751750822,DKI Jakarta
2023-06-07,32.44,23.59,36.02035680268993,DKI Jakarta
2023-06-08,38.37,24.39,36.06523783595736,DKI Jakarta
