Date,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Provinsi
2023-02-17,43.62,33.42,34.96,Nusa Tenggara Timur
2023-02-18,43.05,33.42,34.96,Nusa Tenggara Timur
2023-02-19,45.8,33.68,34.79,Nusa Tenggara Timur
2023-02-20,42.82,33.12,35.42142857142857,Nusa Tenggara Timur
2023-02-21,43.76714285714286,32.36,34.84,Nusa Tenggara Timur
2023-02-22,43.843877551020405,33.190000000000005,35.19163265306123,Nusa Tenggara Timur
2023-02-23,43.963002915451895,33.230000000000004,34.84,Nusa Tenggara Timur
2023-02-24,41.96,33.20285714285715,35.00043731778426,Nusa Tenggara Timur
2023-02-25,42.45,33.171836734693876,35.006214077467725,Nusa Tenggara Timur
2023-02-26,42.45,33.13638483965014,35.01281608853454,Nusa Tenggara Timur
2023-02-27,42.45,33.058725531028735,34.96,Nusa Tenggara Timur
2023-02-28,42.98343190337359,33.049972035461415,35.64,Nusa Tenggara Timur
2023-03-01,42.87147319569227,33.14853946909876,35.09301430526397,Nusa Tenggara Timur
2023-03-02,42.732558287788244,33.14261653611287,34.84,Nusa Tenggara Timur
2023-03-03,42.5567804838363,33.13013318412899,35.07892596986436,Nusa Tenggara Timur
2023-03-04,42.45,33.11974404716783,35.09013863444723,Nusa Tenggara Timur
2023-03-05,42.45,33.11230223466411,35.10212785687287,Nusa Tenggara Timur
2023-03-06,42.45,33.05,35.1148866809212,Nusa Tenggara Timur
2023-03-07,43.32,34.03,35.137013349624226,Nusa Tenggara Timur
2023-03-08,42.82,33.51,35.06515811385627,Nusa Tenggara Timur
2023-03-09,42.68276268166064,34.03,35.061178657940886,Nusa Tenggara Timur
2023-03-10,43.46,33.51,35.0927756090753,Nusa Tenggara Timur
2023-03-11,44.21,34.43,35.12,Nusa Tenggara Timur
2023-03-12,45.52,35.03,35.099020038327254,Nusa Tenggara Timur
2023-03-13,44.87,34.03,36.37,Nusa Tenggara Timur
2023-03-14,44.87,34.03,35.77,Nusa Tenggara Timur
2023-03-15,44.87,34.03,35.368304631314246,Nusa Tenggara Timur
2023-03-16,45.4,33.07,36.54,Nusa Tenggara Timur
2023-03-17,43.84,33.35,37.25,Nusa Tenggara Timur
2023-03-18,44.49,33.51,37.25,Nusa Tenggara Timur
2023-03-19,43.42,33.864285714285714,36.235332095663075,Nusa Tenggara Timur
2023-03-20,43.84,33.69775510204081,36.41,Nusa Tenggara Timur
2023-03-21,43.09,33.6502915451895,36.40337667528247,Nusa Tenggara Timur
2023-03-22,43.26,33.59604748021657,36.493859057465684,Nusa Tenggara Timur
2023-03-23,43.89,32.68,36.654652546915884,Nusa Tenggara Timur
2023-03-24,43.38,33.35,35.55,Nusa Tenggara Timur
2023-03-25,44.36,32.91,36.42817433933244,Nusa Tenggara Timur
2023-03-26,42.65,32.47,37.03,Nusa Tenggara Timur
2023-03-27,43.25,33.42,37.27,Nusa Tenggara Timur
2023-03-28,43.99,33.23,37.25,Nusa Tenggara Timur
2023-03-29,42.78,33.82,35.79,Nusa Tenggara Timur
2023-03-30,43.02,33.42,37.87,Nusa Tenggara Timur
2023-03-31,43.53,34.49,38.51,Nusa Tenggara Timur
2023-04-01,43.53,34.03,37.87,Nusa Tenggara Timur
2023-04-02,43.53,34.03,37.87,Nusa Tenggara Timur
2023-04-03,43.07,33.58,37.57,Nusa Tenggara Timur
2023-04-04,43.58,33.58,36.54,Nusa Tenggara Timur
2023-04-05,43.58,33.58,36.83,Nusa Tenggara Timur
2023-04-06,42.84,33.53,36.4,Nusa Tenggara Timur
2023-04-07,43.58,33.28,36.93,Nusa Tenggara Timur
2023-04-08,44.17,33.17,36.93,Nusa Tenggara Timur
2023-04-09,44.17,32.61,36.93,Nusa Tenggara Timur
2023-04-10,44.17,32.61,36.93,Nusa Tenggara Timur
2023-04-11,44.17,33.1,38.11,Nusa Tenggara Timur
2023-04-12,44.17,33.1,37.41,Nusa Tenggara Timur
2023-04-13,44.17,33.93,37.55,Nusa Tenggara Timur
2023-04-14,43.49,33.114285714285714,39.24,Nusa Tenggara Timur
2023-04-15,44.54,33.09061224489796,40.52,Nusa Tenggara Timur
2023-04-16,43.49,33.07927113702624,38.66,Nusa Tenggara Timur
2023-04-17,44.01,33.14630987088713,38.18,Nusa Tenggara Timur
2023-04-18,43.49,33.28,38.18,Nusa Tenggara Timur
2023-04-19,44.17,34.25,38.18,Nusa Tenggara Timur
2023-04-20,44.01,34.71,38.61,Nusa Tenggara Timur
2023-04-21,44.01,34.25,39.26,Nusa Tenggara Timur
2023-04-23,45.26,34.78,39.16,Nusa Tenggara Timur
2023-04-24,44.64,34.78,39.16,Nusa Tenggara Timur
2023-04-25,44.17,34.78,38.5,Nusa Tenggara Timur
2023-04-26,44.01,35.36,37.93,Nusa Tenggara Timur
2023-04-27,43.09,34.78,38.66,Nusa Tenggara Timur
2023-04-28,43.85,35.22,37.29,Nusa Tenggara Timur
2023-04-29,43.21,35.25,38.3,Nusa Tenggara Timur
2023-04-30,42.84,35.25,37.15,Nusa Tenggara Timur
2023-05-01,42.84,34.78,36.54,Nusa Tenggara Timur
2023-05-02,42.84,35.25,36.54,Nusa Tenggara Timur
2023-05-03,43.41,35.25,36.54,Nusa Tenggara Timur
2023-05-04,43.41,34.78,36.54,Nusa Tenggara Timur
2023-05-05,43.41,35.67,36.54,Nusa Tenggara Timur
2023-05-06,44.79,34.16,36.87,Nusa Tenggara Timur
2023-05-07,44.75,35.73,36.09,Nusa Tenggara Timur
2023-05-08,45.34,35.73,36.7,Nusa Tenggara Timur
2023-05-09,44.79,34.76,36.95,Nusa Tenggara Timur
2023-05-10,44.79,35.28,36.25,Nusa Tenggara Timur
2023-05-11,44.79,35.28,36.95,Nusa Tenggara Timur
2023-05-12,45.82,36.17,36.95,Nusa Tenggara Timur
2023-05-13,44.79,34.76,36.95,Nusa Tenggara Timur
2023-05-14,45.33,36.28,36.15,Nusa Tenggara Timur
2023-05-15,45.33,35.28,36.95,Nusa Tenggara Timur
2023-05-16,45.52,36.0,36.95,Nusa Tenggara Timur
2023-05-17,45.17,35.87,36.92,Nusa Tenggara Timur
2023-05-18,45.19,36.05,38.03,Nusa Tenggara Timur
2023-05-19,45.17,35.25,36.92,Nusa Tenggara Timur
2023-05-20,46.14,35.25,36.92,Nusa Tenggara Timur
2023-05-21,47.17,35.22,36.87,Nusa Tenggara Timur
2023-05-22,46.31,35.67,36.0,Nusa Tenggara Timur
2023-05-23,45.82,36.15,35.93,Nusa Tenggara Timur
2023-05-24,45.82,36.15,35.93,Nusa Tenggara Timur
2023-05-25,46.31,35.67,35.93,Nusa Tenggara Timur
2023-05-26,45.82,35.67,35.93,Nusa Tenggara Timur
2023-05-27,46.31,35.67,36.54,Nusa Tenggara Timur
2023-05-28,45.82,35.25,35.93,Nusa Tenggara Timur
2023-05-29,45.82,35.73,37.15,Nusa Tenggara Timur
2023-05-30,45.82,35.25,36.54,Nusa Tenggara Timur
2023-05-31,45.82,35.25,36.54,Nusa Tenggara Timur
2023-06-01,45.82,35.25,36.54,Nusa Tenggara Timur
2023-06-02,45.82,36.05,36.54,Nusa Tenggara Timur
2023-06-03,45.82,35.5,36.54,Nusa Tenggara Timur
2023-06-04,45.29,34.25,36.54,Nusa Tenggara Timur
2023-06-05,44.29,34.25,35.41,Nusa Tenggara Timur
2023-06-06,44.81,34.78,35.41,Nusa Tenggara Timur
2023-06-07,45.82,34.09,35.36,Nusa Tenggara Timur
2023-06-08,45.82,34.09,35.36,Nusa Tenggara Timur
2023-01-06,45.06,50.52,49.69,Kalimantan Barat
2023-01-07,45.56,43.43,47.82,Kalimantan Barat
2023-01-08,43.38,43.32,47.82,Kalimantan Barat
2023-01-09,44.666666666666664,39.35,49.66,Kalimantan Barat
2023-01-10,43.63,43.97,54.93,Kalimantan Barat
2023-01-11,43.35,42.85,54.07,Kalimantan Barat
2023-01-12,42.88,40.71,48.57,Kalimantan Barat
2023-01-13,43.57,43.22,47.82,Kalimantan Barat
2023-01-14,41.86,40.94,46.56,Kalimantan Barat
2023-01-15,42.63,38.13,50.0,Kalimantan Barat
2023-01-16,40.71,42.17,46.56,Kalimantan Barat
2023-01-17,46.57,45.62,46.12,Kalimantan Barat
2023-01-18,44.69,43.5,46.03,Kalimantan Barat
2023-01-19,40.5,41.21,47.29,Kalimantan Barat
2023-01-20,42.19,42.09,47.58,Kalimantan Barat
2023-01-21,39.32,40.53,47.85,Kalimantan Barat
2023-01-22,39.32,44.69,47.57,Kalimantan Barat
2023-01-23,42.12,45.2,53.78,Kalimantan Barat
2023-01-24,39.6,41.28,46.95,Kalimantan Barat
2023-01-25,41.105714285714285,39.76,48.49,Kalimantan Barat
2023-01-26,38.14,41.49,47.62,Kalimantan Barat
2023-01-27,40.256530612244894,40.72,48.67,Kalimantan Barat
2023-01-28,39.98032069970845,40.77,45.53,Kalimantan Barat
2023-01-29,38.75,43.98,43.73,Kalimantan Barat
2023-01-30,39.99322365680966,40.97,46.67,Kalimantan Barat
2023-01-31,39.689398464925326,39.43,46.43,Kalimantan Barat
2023-02-01,39.04,40.6,46.81,Kalimantan Barat
2023-02-02,39.407067633384045,38.35,46.81,Kalimantan Barat
2023-02-03,38.06,39.14,47.74,Kalimantan Barat
2023-02-04,43.22,41.03,48.83,Kalimantan Barat
2023-02-05,43.22,44.75,46.95,Kalimantan Barat
2023-02-06,43.11,41.58,48.38,Kalimantan Barat
2023-02-07,40.17,39.7,47.99,Kalimantan Barat
2023-02-08,41.08,39.57,47.99,Kalimantan Barat
2023-02-09,39.82,39.56,49.09,Kalimantan Barat
2023-02-10,41.87,38.82,48.8,Kalimantan Barat
2023-02-11,42.85,39.88,48.15,Kalimantan Barat
2023-02-12,42.31,40.55142857142857,48.97,Kalimantan Barat
2023-02-13,43.68,40.33,49.66,Kalimantan Barat
2023-02-14,40.49,38.23,49.77,Kalimantan Barat
2023-02-15,41.728571428571435,38.41,45.61,Kalimantan Barat
2023-02-16,43.54,40.5,49.71,Kalimantan Barat
2023-02-17,42.352653061224494,42.25,45.61,Kalimantan Barat
2023-02-18,48.25,42.65,47.02,Kalimantan Barat
2023-02-19,40.84,40.88,47.02,Kalimantan Barat
2023-02-20,43.06,40.16,49.8,Kalimantan Barat
2023-02-21,42.35,42.92,49.77,Kalimantan Barat
2023-02-22,42.89,41.11,47.79,Kalimantan Barat
2023-02-23,43.66,41.03,49.77,Kalimantan Barat
2023-02-24,41.27,39.81,49.77,Kalimantan Barat
2023-02-25,45.52,40.15,51.94,Kalimantan Barat
2023-02-26,38.48,36.56,47.69,Kalimantan Barat
2023-02-27,40.92,37.34,47.69,Kalimantan Barat
2023-02-28,42.15,37.25,48.63,Kalimantan Barat
2023-03-01,43.84,39.5,48.63,Kalimantan Barat
2023-03-02,43.9,37.93,49.19,Kalimantan Barat
2023-03-03,39.13,35.59,49.31,Kalimantan Barat
2023-03-04,44.75,39.96,50.07,Kalimantan Barat
2023-03-05,45.47,36.94,52.21,Kalimantan Barat
2023-03-06,44.18,41.8,48.57,Kalimantan Barat
2023-03-07,44.56,41.4,49.51571428571428,Kalimantan Barat
2023-03-08,45.53,40.27,50.08,Kalimantan Barat
2023-03-09,45.6,39.91,49.849387755102036,Kalimantan Barat
2023-03-10,38.66,41.47,55.02,Kalimantan Barat
2023-03-11,47.12,42.72,51.44,Kalimantan Barat
2023-03-12,45.97,43.31,50.72,Kalimantan Barat
2023-03-13,45.08,40.29,49.42,Kalimantan Barat
2023-03-14,44.18,41.97,49.42,Kalimantan Barat
2023-03-15,42.02,38.62,51.44,Kalimantan Barat
2023-03-16,42.28,39.15,51.19,Kalimantan Barat
2023-03-17,42.32,41.56,51.8,Kalimantan Barat
2023-03-18,41.63,38.38,47.43,Kalimantan Barat
2023-03-19,40.0,40.46857142857143,49.49,Kalimantan Barat
2023-03-20,41.94,40.06265306122449,49.43,Kalimantan Barat
2023-03-21,38.78,36.56,50.36,Kalimantan Barat
2023-03-22,41.28142857142858,37.43,47.89,Kalimantan Barat
2023-03-23,41.17591836734694,38.32,50.73,Kalimantan Barat
2023-03-24,38.81,35.7,46.44,Kalimantan Barat
2023-03-25,41.85,38.131603498542276,49.73,Kalimantan Barat
2023-03-26,38.33,36.48,49.67,Kalimantan Barat
2023-03-27,40.309620991253645,37.526322365680976,49.67,Kalimantan Barat
2023-03-28,40.77,38.89,50.91,Kalimantan Barat
2023-03-29,41.16,38.33,48.76,Kalimantan Barat
2023-03-30,40.8,38.82,50.73,Kalimantan Barat
2023-03-31,42.19,40.5,48.76,Kalimantan Barat
2023-04-01,39.66,36.04,46.81,Kalimantan Barat
2023-04-02,41.03,37.13,48.52,Kalimantan Barat
2023-04-03,38.35,36.57,48.52,Kalimantan Barat
2023-04-04,40.86,40.35,45.36,Kalimantan Barat
2023-04-05,40.56,39.04,46.98,Kalimantan Barat
2023-04-06,40.21,38.44,48.76,Kalimantan Barat
2023-04-07,41.35,37.93,44.74,Kalimantan Barat
2023-04-08,41.91,37.92857142857143,47.09857142857144,Kalimantan Barat
2023-04-09,41.65,38.198367346938774,55.18,Kalimantan Barat
2023-04-10,42.22,40.21,48.52,Kalimantan Barat
2023-04-11,41.96,39.77,45.36,Kalimantan Barat
2023-04-12,41.46,38.83,45.36,Kalimantan Barat
2023-04-13,40.75,39.03,45.36,Kalimantan Barat
2023-04-14,41.58,39.24,46.81,Kalimantan Barat
2023-04-15,38.12,37.88,43.38,Kalimantan Barat
2023-04-16,38.71,36.93,44.27,Kalimantan Barat
2023-04-17,38.71,35.98,44.27,Kalimantan Barat
2023-04-18,39.97,38.237142857142864,47.52,Kalimantan Barat
2023-04-19,40.81,40.53,45.36,Kalimantan Barat
2023-04-20,38.39,38.97,47.52,Kalimantan Barat
2023-04-21,39.54,39.73,50.26,Kalimantan Barat
2023-04-22,42.19,41.25,49.16,Kalimantan Barat
2023-04-23,42.19,39.87,52.05,Kalimantan Barat
2023-04-24,38.53,37.99,49.16,Kalimantan Barat
2023-04-25,40.38,38.8,49.39,Kalimantan Barat
2023-04-26,40.45,38.0,46.48,Kalimantan Barat
2023-04-27,41.69,39.33,48.16,Kalimantan Barat
2023-04-28,38.76,37.91,48.16,Kalimantan Barat
2023-04-29,40.598571428571425,37.71,46.54,Kalimantan Barat
2023-04-30,40.6,38.51571428571429,46.54,Kalimantan Barat
2023-05-01,38.56,36.58,44.16,Kalimantan Barat
2023-05-02,39.07,38.12081632653061,44.16,Kalimantan Barat
2023-05-03,39.59,36.38,47.69,Kalimantan Barat
2023-05-04,38.85,36.32,44.16,Kalimantan Barat
2023-05-05,39.432653061224485,37.33,45.91571428571428,Kalimantan Barat
2023-05-06,39.52874635568513,38.05,42.81,Kalimantan Barat
2023-05-07,38.79,37.32807580174927,49.32,Kalimantan Barat
2023-05-08,41.76,39.42,45.27,Kalimantan Barat
2023-05-09,39.98,39.7,46.81,Kalimantan Barat
2023-05-10,39.3,39.39,51.84,Kalimantan Barat
2023-05-11,38.59,38.219725114535606,48.56,Kalimantan Barat
2023-05-12,40.45,40.82,49.98,Kalimantan Barat
2023-05-13,39.27,38.98968584518355,46.54,Kalimantan Barat
2023-05-14,40.91,37.8,48.67,Kalimantan Barat
2023-05-15,38.1,38.9,49.98,Kalimantan Barat
2023-05-16,39.51428571428572,37.65,47.1,Kalimantan Barat
2023-05-17,40.38,40.74,46.54,Kalimantan Barat
2023-05-18,38.85,39.64,46.54,Kalimantan Barat
2023-05-19,38.92,37.81,44.16,Kalimantan Barat
2023-05-20,38.52,38.16,44.88,Kalimantan Barat
2023-05-21,39.56,38.79,48.33,Kalimantan Barat
2023-05-22,39.99,38.8,44.88,Kalimantan Barat
2023-05-23,41.33,39.49,46.54,Kalimantan Barat
2023-05-24,41.46,39.56,47.1,Kalimantan Barat
2023-05-25,40.44,39.05,44.88,Kalimantan Barat
2023-05-26,40.41,39.5,49.98,Kalimantan Barat
2023-05-27,39.53,40.28,43.68,Kalimantan Barat
2023-05-28,40.65,39.88,47.1,Kalimantan Barat
2023-05-29,40.69,40.11,47.1,Kalimantan Barat
2023-05-30,40.85,40.03,48.33,Kalimantan Barat
2023-05-31,40.57571428571429,40.11,44.02,Kalimantan Barat
2023-06-01,40.13,37.67,46.07,Kalimantan Barat
2023-06-02,39.1,38.46,43.69,Kalimantan Barat
2023-06-03,41.65,42.09,45.712857142857146,Kalimantan Barat
2023-06-04,40.520816326530614,38.15,47.75,Kalimantan Barat
2023-06-05,39.98,40.34,49.98,Kalimantan Barat
2023-06-06,40.78,39.01,43.68,Kalimantan Barat
2023-06-07,40.72,41.49,47.1,Kalimantan Barat
2023-06-08,38.51,39.1,47.1,Kalimantan Barat
2023-01-06,40.71,37.42,34.57,Kalimantan Tengah
2023-01-07,40.71,38.46,34.55,Kalimantan Tengah
2023-01-08,42.93,38.94,34.89,Kalimantan Tengah
2023-01-09,41.8,38.9,34.9,Kalimantan Tengah
2023-01-10,41.537499999999994,38.28,34.45,Kalimantan Tengah
2023-01-11,41.22,38.14,34.47,Kalimantan Tengah
2023-01-12,41.13,37.88,33.75,Kalimantan Tengah
2023-01-13,41.44,37.36,33.75,Kalimantan Tengah
2023-01-14,41.6,38.16,34.5,Kalimantan Tengah
2023-01-15,41.66535714285714,37.83,34.47,Kalimantan Tengah
2023-01-16,41.16,38.07857142857143,33.66,Kalimantan Tengah
2023-01-17,41.47,36.56,33.38,Kalimantan Tengah
2023-01-18,41.63,36.76,33.09,Kalimantan Tengah
2023-01-19,41.44219387755102,36.76,33.8,Kalimantan Tengah
2023-01-20,41.38,36.9,32.62,Kalimantan Tengah
2023-01-21,41.19,36.99,34.6,Kalimantan Tengah
2023-01-22,41.41965014577259,36.62,33.12,Kalimantan Tengah
2023-01-23,41.38454914618909,37.21,33.12,Kalimantan Tengah
2023-01-24,41.41662759564468,36.81,33.45,Kalimantan Tengah
2023-01-25,41.409002966451055,36.23,33.56,Kalimantan Tengah
2023-01-26,41.37743196165835,35.98,33.5,Kalimantan Tengah
2023-01-27,41.36818025938796,35.89,33.1,Kalimantan Tengah
2023-01-28,41.29,35.88,33.89,Kalimantan Tengah
2023-01-29,41.19,36.37428571428571,33.1,Kalimantan Tengah
2023-01-30,41.34797027561873,36.339183673469385,33.38,Kalimantan Tengah
2023-01-31,41.34274472268011,36.214781341107866,32.85,Kalimantan Tengah
2023-02-01,41.332190026542314,36.12975010412328,33.98,Kalimantan Tengah
2023-02-02,41.32121674941249,36.115428690426604,33.31,Kalimantan Tengah
2023-02-03,41.31318600480595,36.13477564620184,33.09,Kalimantan Tengah
2023-02-04,41.77,35.3,33.0,Kalimantan Tengah
2023-02-05,42.56,35.28,33.15,Kalimantan Tengah
2023-02-06,43.26,36.11,33.74,Kalimantan Tengah
2023-02-07,43.69,36.93,33.48,Kalimantan Tengah
2023-02-08,43.27,36.27,33.68,Kalimantan Tengah
2023-02-09,43.42,36.56,32.79,Kalimantan Tengah
2023-02-10,43.69,36.53,33.1,Kalimantan Tengah
2023-02-11,43.79,36.96,33.1,Kalimantan Tengah
2023-02-12,43.32,35.76,32.87,Kalimantan Tengah
2023-02-13,42.63,36.44571428571429,32.49,Kalimantan Tengah
2023-02-14,42.36,36.49367346938776,32.19,Kalimantan Tengah
2023-02-15,42.15,36.431341107871724,32.55,Kalimantan Tengah
2023-02-16,41.31,36.45438983756769,32.16,Kalimantan Tengah
2023-02-17,41.12,36.43930267150593,32.56,Kalimantan Tengah
2023-02-18,42.27,36.42634591029248,32.27,Kalimantan Tengah
2023-02-19,42.71,36.35010961176283,31.93,Kalimantan Tengah
2023-02-20,42.75,36.43441098487181,32.30714285714286,Kalimantan Tengah
2023-02-21,42.83,36.432796227608605,32.64,Kalimantan Tengah
2023-02-22,42.66,36.42409947878301,32.64,Kalimantan Tengah
2023-02-23,42.8,36.42306496034176,31.92,Kalimantan Tengah
2023-02-24,42.01,36.41858997788092,32.13,Kalimantan Tengah
2023-02-25,43.06,36.41563102164877,32.63,Kalimantan Tengah
2023-02-26,43.16,36.4141003232711,33.02,Kalimantan Tengah
2023-02-27,41.59,36.423241853486566,33.12,Kalimantan Tengah
2023-02-28,42.44,36.42164626328868,33.02,Kalimantan Tengah
2023-03-01,43.04,35.98,33.12,Kalimantan Tengah
2023-03-02,41.88,36.356610628559686,32.49,Kalimantan Tengah
2023-03-03,43.3,35.52,33.09,Kalimantan Tengah
2023-03-04,42.94,35.56,33.34,Kalimantan Tengah
2023-03-05,42.77,35.38,32.77,Kalimantan Tengah
2023-03-06,41.88,35.5,32.63,Kalimantan Tengah
2023-03-07,43.51,35.95,32.77,Kalimantan Tengah
2023-03-08,44.09,35.47,32.57,Kalimantan Tengah
2023-03-09,44.38,35.95,32.57,Kalimantan Tengah
2023-03-10,43.18,35.71,32.81,Kalimantan Tengah
2023-03-11,44.51,35.39,32.31,Kalimantan Tengah
2023-03-12,42.98,35.71,33.2,Kalimantan Tengah
2023-03-13,43.13,36.31,33.34,Kalimantan Tengah
2023-03-14,42.75,36.21,32.69,Kalimantan Tengah
2023-03-15,42.41,37.2,32.13,Kalimantan Tengah
2023-03-16,42.06,36.52,33.1,Kalimantan Tengah
2023-03-17,43.01,37.16,33.24,Kalimantan Tengah
2023-03-18,42.82,37.06,33.27,Kalimantan Tengah
2023-03-19,42.07,37.06,32.69,Kalimantan Tengah
2023-03-20,43.12,37.3,32.41,Kalimantan Tengah
2023-03-21,42.94,37.22,32.76,Kalimantan Tengah
2023-03-22,45.28,37.36,32.99,Kalimantan Tengah
2023-03-23,44.33,36.97,32.45,Kalimantan Tengah
2023-03-24,44.61,37.82,32.56,Kalimantan Tengah
2023-03-25,43.79,38.1,33.23,Kalimantan Tengah
2023-03-26,45.56,38.1,33.23,Kalimantan Tengah
2023-03-27,43.55,37.78,32.2,Kalimantan Tengah
2023-03-28,43.99,38.82,32.48,Kalimantan Tengah
2023-03-29,43.2,38.62,32.48,Kalimantan Tengah
2023-03-30,42.58,37.89,32.02,Kalimantan Tengah
2023-03-31,42.66,37.33,32.76,Kalimantan Tengah
2023-04-01,42.31,37.64,32.93,Kalimantan Tengah
2023-04-02,43.40714285714285,37.36,32.72,Kalimantan Tengah
2023-04-03,42.62,37.19,31.92,Kalimantan Tengah
2023-04-04,42.87,36.42,32.08,Kalimantan Tengah
2023-04-05,42.87,36.83,32.64,Kalimantan Tengah
2023-04-06,41.88,36.95,32.84,Kalimantan Tengah
2023-04-07,44.16,36.67,33.52,Kalimantan Tengah
2023-04-08,43.63,36.37,33.52,Kalimantan Tengah
2023-04-09,43.25,36.95,33.25,Kalimantan Tengah
2023-04-10,42.92,37.46,32.43,Kalimantan Tengah
2023-04-11,42.42,37.9,32.35,Kalimantan Tengah
2023-04-12,43.62,37.69,32.85,Kalimantan Tengah
2023-04-13,43.18,37.31,32.62,Kalimantan Tengah
2023-04-14,43.63,37.91,32.33,Kalimantan Tengah
2023-04-15,43.8,37.44,32.83,Kalimantan Tengah
2023-04-16,43.5,36.91,32.6,Kalimantan Tengah
2023-04-17,43.89,37.4,32.97,Kalimantan Tengah
2023-04-18,43.03,36.27,32.44,Kalimantan Tengah
2023-04-19,43.38,36.18,32.35,Kalimantan Tengah
2023-04-20,42.32,36.76,31.99,Kalimantan Tengah
2023-04-21,42.69,38.12,32.50142857142857,Kalimantan Tengah
2023-04-22,45.0,45.0,40.0,Kalimantan Tengah
2023-04-23,47.94,37.53,33.02,Kalimantan Tengah
2023-04-24,44.035714285714285,37.65,33.59,Kalimantan Tengah
2023-04-25,41.75,38.16,32.7,Kalimantan Tengah
2023-04-26,42.74,36.28,32.28,Kalimantan Tengah
2023-04-27,42.14,37.17,34.29,Kalimantan Tengah
2023-04-28,42.02,36.19,34.054489795918364,Kalimantan Tengah
2023-04-29,41.26,36.58,34.27635568513119,Kalimantan Tengah
2023-04-30,42.14,37.5,32.59,Kalimantan Tengah
2023-05-01,41.5,37.85,32.42,Kalimantan Tengah
2023-05-02,42.75,36.9,32.69,Kalimantan Tengah
2023-05-03,42.07857142857143,36.99,32.52,Kalimantan Tengah
2023-05-04,41.98408163265306,36.82,32.74,Kalimantan Tengah
2023-05-05,41.96180758017493,36.82,33.23,Kalimantan Tengah
2023-05-06,43.03,37.04,32.08,Kalimantan Tengah
2023-05-07,42.2,38.3,33.42,Kalimantan Tengah
2023-05-08,42.09,37.04,32.44,Kalimantan Tengah
2023-05-09,42.47,37.04,32.28,Kalimantan Tengah
2023-05-10,41.6,37.04,32.08,Kalimantan Tengah
2023-05-11,43.42,37.04,32.25,Kalimantan Tengah
2023-05-12,43.94,37.21,32.32,Kalimantan Tengah
2023-05-13,43.31,38.15,33.23,Kalimantan Tengah
2023-05-14,42.88,36.91,32.4,Kalimantan Tengah
2023-05-15,42.57,37.32,32.78,Kalimantan Tengah
2023-05-16,42.74,37.22,32.78,Kalimantan Tengah
2023-05-17,42.69,37.85,31.97,Kalimantan Tengah
2023-05-18,42.1,37.65,32.57,Kalimantan Tengah
2023-05-19,41.64,37.86,32.32,Kalimantan Tengah
2023-05-20,41.06,36.98,32.57857142857143,Kalimantan Tengah
2023-05-21,41.99,37.26,32.15,Kalimantan Tengah
2023-05-22,41.47,36.69,32.1,Kalimantan Tengah
2023-05-23,41.47,36.61,32.17,Kalimantan Tengah
2023-05-24,41.64,36.04,31.94,Kalimantan Tengah
2023-05-25,42.73,36.69,32.45,Kalimantan Tengah
2023-05-26,41.77,37.14,32.17,Kalimantan Tengah
2023-05-27,43.47,37.86,32.93,Kalimantan Tengah
2023-05-28,42.37,36.39,31.86,Kalimantan Tengah
2023-05-29,42.48,37.2,32.34,Kalimantan Tengah
2023-05-30,42.69,37.87,32.64,Kalimantan Tengah
2023-05-31,42.01,37.95,32.49,Kalimantan Tengah
2023-06-01,42.50285714285714,37.77,32.49,Kalimantan Tengah
2023-06-02,41.28,37.92,32.31,Kalimantan Tengah
2023-06-03,43.21,37.58,32.32,Kalimantan Tengah
2023-06-04,42.83,37.37,31.88,Kalimantan Tengah
2023-06-05,42.31,38.45,32.48,Kalimantan Tengah
2023-06-06,42.46,37.69,32.5,Kalimantan Tengah
2023-06-07,42.97,39.02,33.47,Kalimantan Tengah
2023-06-08,43.08,38.01,31.88,Kalimantan Tengah
2023-01-06,40.85,40.28,30.95,Kalimantan Selatan
2023-01-07,40.85,40.28,30.95,Kalimantan Selatan
2023-01-08,42.48,40.12,31.5,Kalimantan Selatan
2023-01-09,44.49,41.51,31.98,Kalimantan Selatan
2023-01-10,43.48,40.95,31.6,Kalimantan Selatan
2023-01-11,42.54,40.02,31.25,Kalimantan Selatan
2023-01-12,42.17,39.84,31.61,Kalimantan Selatan
2023-01-13,42.55,40.42857142857143,31.41,Kalimantan Selatan
2023-01-14,43.12,40.44979591836735,31.61,Kalimantan Selatan
2023-01-15,43.91,40.09,31.78,Kalimantan Selatan
2023-01-16,43.18,40.4697667638484,31.24,Kalimantan Selatan
2023-01-17,42.99285714285714,40.321162015826744,31.500000000000004,Kalimantan Selatan
2023-01-18,41.64,40.23132801808771,31.485714285714288,Kalimantan Selatan
2023-01-19,41.64,40.26151773495737,31.51938775510204,Kalimantan Selatan
2023-01-20,42.71897959183673,40.321734554237004,31.506443148688046,Kalimantan Selatan
2023-01-21,41.64,40.306472143617796,30.61,Kalimantan Selatan
2023-01-22,41.99,40.28599731865358,31.14,Kalimantan Selatan
2023-01-23,41.52,40.31399693560409,31.38,Kalimantan Selatan
2023-01-24,41.64,40.29174410299776,31.93,Kalimantan Selatan
2023-01-25,41.82699708454811,40.28754154402218,31.42,Kalimantan Selatan
2023-01-26,41.853710953769266,40.295572047727106,30.66,Kalimantan Selatan
2023-01-27,41.88424109002202,40.30043694955136,31.29,Kalimantan Selatan
