,Komoditas (Rp),01/05/2022,02/05/2022,03/05/2022,04/05/2022,05/05/2022,06/05/2022,07/05/2022,08/05/2022,09/05/2022,10/05/2022,11/05/2022,12/05/2022,13/05/2022,14/05/2022,15/05/2022,16/05/2022,17/05/2022,18/05/2022,19/05/2022,20/05/2022,21/05/2022,22/05/2022,23/05/2022,24/05/2022,25/05/2022,26/05/2022,27/05/2022,28/05/2022,29/05/2022,30/05/2022,31/05/2022,01/06/2022,02/06/2022,03/06/2022,04/06/2022,05/06/2022,06/06/2022,07/06/2022,08/06/2022,09/06/2022,10/06/2022,11/06/2022,12/06/2022,13/06/2022,14/06/2022,15/06/2022,16/06/2022,17/06/2022,18/06/2022,19/06/2022,20/06/2022,21/06/2022,22/06/2022,23/06/2022,24/06/2022,25/06/2022,26/06/2022,27/06/2022,28/06/2022,29/06/2022,30/06/2022,01/07/2022,02/07/2022,03/07/2022,04/07/2022,05/07/2022,06/07/2022,07/07/2022,08/07/2022,09/07/2022,10/07/2022,11/07/2022,12/07/2022,13/07/2022,14/07/2022,15/07/2022,16/07/2022,17/07/2022,18/07/2022,19/07/2022,20/07/2022,21/07/2022,22/07/2022,23/07/2022,24/07/2022,25/07/2022,26/07/2022,27/07/2022,28/07/2022,29/07/2022,30/07/2022,31/07/2022,01/08/2022,02/08/2022,03/08/2022,04/08/2022,05/08/2022,06/08/2022,07/08/2022,08/08/2022,09/08/2022,10/08/2022,11/08/2022,12/08/2022,13/08/2022,14/08/2022,15/08/2022,16/08/2022,17/08/2022,18/08/2022,19/08/2022,20/08/2022,21/08/2022,22/08/2022,23/08/2022,24/08/2022,25/08/2022,26/08/2022,27/08/2022,28/08/2022,29/08/2022,30/08/2022,31/08/2022,01/09/2022,02/09/2022,03/09/2022,04/09/2022,05/09/2022,06/09/2022,07/09/2022,08/09/2022,09/09/2022,10/09/2022,11/09/2022,12/09/2022,13/09/2022,14/09/2022,15/09/2022,16/09/2022,17/09/2022,18/09/2022,19/09/2022,20/09/2022,21/09/2022,22/09/2022,23/09/2022,24/09/2022,25/09/2022,26/09/2022,27/09/2022,28/09/2022,29/09/2022,30/09/2022,01/10/2022,02/10/2022,03/10/2022,04/10/2022,05/10/2022,06/10/2022,07/10/2022,08/10/2022,09/10/2022,10/10/2022,11/10/2022,12/10/2022,13/10/2022,14/10/2022,15/10/2022,16/10/2022,17/10/2022,18/10/2022,19/10/2022,20/10/2022,21/10/2022,22/10/2022,23/10/2022,24/10/2022,25/10/2022,26/10/2022,27/10/2022,28/10/2022,29/10/2022,30/10/2022,31/10/2022,01/11/2022,02/11/2022,03/11/2022,04/11/2022,05/11/2022,06/11/2022,07/11/2022,08/11/2022,09/11/2022,10/11/2022,11/11/2022,12/11/2022,13/11/2022,14/11/2022,15/11/2022,16/11/2022,17/11/2022,18/11/2022,19/11/2022,20/11/2022,21/11/2022,22/11/2022,23/11/2022,24/11/2022,25/11/2022,26/11/2022,27/11/2022,28/11/2022,29/11/2022,30/11/2022,01/12/2022,02/12/2022,03/12/2022,04/12/2022,05/12/2022,06/12/2022,07/12/2022,08/12/2022,09/12/2022,10/12/2022,11/12/2022,12/12/2022,13/12/2022,14/12/2022,15/12/2022,16/12/2022,17/12/2022,18/12/2022,19/12/2022,20/12/2022,21/12/2022,22/12/2022,23/12/2022,24/12/2022,25/12/2022,26/12/2022,27/12/2022,28/12/2022,29/12/2022,30/12/2022,31/12/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,13/01/2023,14/01/2023,15/01/2023,16/01/2023,17/01/2023,18/01/2023,19/01/2023,20/01/2023,21/01/2023,22/01/2023,23/01/2023,24/01/2023,25/01/2023,26/01/2023,27/01/2023,28/01/2023,29/01/2023,30/01/2023,31/01/2023,01/02/2023,02/02/2023,03/02/2023,04/02/2023,05/02/2023,06/02/2023,07/02/2023,08/02/2023,09/02/2023,10/02/2023,11/02/2023,12/02/2023,13/02/2023,14/02/2023,15/02/2023,16/02/2023,17/02/2023,18/02/2023,19/02/2023,20/02/2023,21/02/2023,22/02/2023,23/02/2023,24/02/2023,25/02/2023,26/02/2023,27/02/2023,28/02/2023,01/03/2023,02/03/2023,03/03/2023,04/03/2023,05/03/2023,06/03/2023,07/03/2023,08/03/2023,09/03/2023,10/03/2023,11/03/2023,12/03/2023,13/03/2023,14/03/2023,15/03/2023,16/03/2023,17/03/2023,18/03/2023,19/03/2023,20/03/2023,21/03/2023,22/03/2023,23/03/2023,24/03/2023,25/03/2023,26/03/2023,27/03/2023,28/03/2023,29/03/2023,30/03/2023,31/03/2023,01/04/2023,02/04/2023,03/04/2023,04/04/2023,05/04/2023,06/04/2023,07/04/2023,08/04/2023,09/04/2023,10/04/2023,11/04/2023,12/04/2023,13/04/2023,14/04/2023,15/04/2023,16/04/2023,17/04/2023,18/04/2023,19/04/2023,20/04/2023,21/04/2023,22/04/2023,23/04/2023,24/04/2023,25/04/2023,26/04/2023,27/04/2023,28/04/2023,29/04/2023,30/04/2023,01/05/2023,02/05/2023,03/05/2023,04/05/2023,05/05/2023,06/05/2023,07/05/2023,08/05/2023,09/05/2023,10/05/2023,11/05/2023,12/05/2023,13/05/2023,14/05/2023,15/05/2023,16/05/2023,17/05/2023,18/05/2023,19/05/2023
0,Beras Premium,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,13.800,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,14.030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.440,14.440,14.440,14.440,14.440,14.440,14.440,14.440,14.440,14.440,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.300,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.300,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.240,14.260,14.260,14.260,14.260,14.260,14.260,14.360,14.360,14.360,14.360,14.360,14.360,14.360,14.360,14.560,14.560,14.560,14.560,14.560,14.560,14.560,14.560,14.560,14.700,14.560,14.560,14.560,14.560,14.560,14.560,14.560,14.560,14.450,14.560,14.560,14.560,14.750,14.750,14.750,14.690,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.940,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.980,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.690,14.750,14.690,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.750,14.690,14.750,14.750,14.750,14.750,14.750,14.750,14.940,14.940,14.940,14.940,14.940,14.940,14.690,14.690,14.940,14.940,14.940,14.940,14.940,14.940,14.940,14.940,14.940,14.940,14.940,14.940,15.190,15.050,15.050,15.050,15.050,15.050,15.050,16.000,15.050,15.050,15.050,15.050,15.050,15.050,15.050,15.050,15.050,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.090,15.290,15.290,15.090,15.090,15.090,15.090,15.300,15.300,15.300,15.300,15.100,15.300,15.300,15.300,15.300,15.100,15.300,15.300,15.300,14.890,15.300,15.300,15.300,15.300,15.300,15.300,15.300,15.300,15.300,15.300,15.300,15.170,15.170,15.170,15.170,15.170,15.170,15.170,15.170,15.320,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.440,15.560,15.440,15.440,15.440,15.790,15.440,15.630,15.630,16.070,16.070,16.100,15.790,15.790,15.630,15.630,15.630,15.630,15.630,15.630,15.630,15.630,15.790,15.630,15.630,15.630,15.630,15.630,15.630,15.630,15.790,15.540,15.790,15.630,15.630,15.630,15.630,15.630
1,Beras Medium,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,11.990,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,12.370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.660,12.660,12.660,12.660,12.660,12.660,12.660,12.660,12.660,12.660,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.720,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.720,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.570,12.650,12.860,12.860,12.860,12.860,12.860,12.860,12.860,12.860,12.860,13.190,12.860,12.860,12.860,12.860,12.860,12.860,12.860,12.860,12.590,12.860,12.860,12.860,12.860,12.860,12.860,12.820,13.050,13.050,13.050,13.050,13.050,12.650,13.050,13.050,13.050,13.050,13.050,13.440,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.050,13.110,13.050,13.050,13.050,13.050,13.050,13.110,13.110,13.110,12.900,13.110,12.900,13.110,13.110,13.110,13.110,13.110,13.110,13.110,13.110,13.040,13.230,13.230,13.230,13.230,13.230,13.230,13.330,13.330,13.330,13.330,13.330,13.330,13.160,13.160,13.330,13.330,13.330,13.330,13.330,13.330,13.420,13.420,13.420,13.420,13.420,13.420,13.800,13.540,13.540,13.540,13.540,13.540,13.540,14.000,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.540,13.650,13.650,13.650,13.650,13.650,13.650,13.750,13.750,13.750,13.750,13.750,13.750,13.750,13.690,13.750,13.540,13.750,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.650,13.690,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,14.000,13.790,13.790,13.790,14.000,13.790,13.790,13.790,14.000,14.000,14.000,13.740,13.740,13.790,13.790,13.790,13.790,13.790,13.790,13.790,13.790,14.000,13.790,13.790,13.790,13.790,13.790,13.790,13.790,14.000,13.740,14.000,13.790,13.790,13.790,13.790,13.790
2,Kedelai Biji Kering (Impor),14.710,14.710,14.710,14.710,14.710,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,15.080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.430,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,14.980,15.490,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.490,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.330,15.490,15.490,15.490,15.490,15.490,15.490,15.490,15.490,15.490,15.490,15.810,15.810,15.810,15.810,15.980,15.980,15.980,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.490,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.490,16.000,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,15.980,16.330,16.330,16.330,16.330,16.330,16.330,16.330,17.000,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.330,16.000,16.330,16.330,16.330,16.330,16.330,16.330,15.980,15.980,15.980,15.980,15.980,15.980,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.660,16.310,16.310,16.310,16.310,16.310,16.310,16.310,16.310,16.310,16.310,16.310,16.480,16.480,16.480,16.230,16.230,16.230,16.230,16.230,16.480,16.480,16.480,16.480,16.480,16.480,16.480,16.480,16.480,16.480,16.480,16.480,14.750,13.930,14.000,13.880,13.610,14.000,13.610,13.880,13.880,13.880,13.880,13.880
3,Bawang Merah,38.860,38.860,39.240,39.020,39.210,39.210,39.210,38.750,38.750,39.320,39.320,39.540,39.490,40.080,40.080,40.080,40.760,41.160,41.330,41.290,42.650,42.410,42.410,44.500,42.410,42.650,42.410,42.590,42.590,42.830,43.610,43.370,43.610,43.370,43.370,42.920,42.750,42.990,42.990,42.810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.060,70.900,70.260,70.260,71.230,71.230,73.970,74.550,76.570,78.280,78.600,78.600,78.600,76.530,76.220,76.220,72.220,72.220,70.100,71.010,70.250,69.170,68.150,67.280,66.210,64.380,65.220,64.320,60.730,60.280,60.800,60.090,63.170,59.140,57.200,57.200,56.180,56.180,55.530,53.370,54.400,54.400,53.370,52.940,52.940,52.940,51.840,47.570,46.960,46.960,46.930,46.050,46.050,46.050,43.840,44.410,43.450,42.430,42.430,42.430,42.430,42.430,41.950,42.150,43.230,42.500,42.090,42.090,42.150,42.150,42.150,42.090,42.530,43.190,41.490,41.540,41.490,41.490,41.490,40.120,40.150,40.120,40.690,40.480,39.710,39.910,39.910,39.910,40.300,40.300,40.300,40.300,40.900,40.300,40.300,40.300,40.300,40.300,40.300,40.300,40.300,40.300,39.890,39.890,40.300,40.300,40.300,40.300,40.300,39.890,39.890,40.300,40.490,40.710,40.710,41.130,41.500,40.860,40.860,41.080,41.080,41.080,41.260,42.600,42.380,41.750,43.600,43.040,43.960,43.960,43.960,43.960,43.960,43.510,45.010,43.510,44.550,43.510,43.510,44.750,44.390,44.390,43.780,43.780,44.350,44.690,43.930,44.700,44.700,44.700,44.700,45.320,45.110,45.110,45.730,45.760,45.760,45.760,45.210,44.890,45.830,45.830,45.640,45.640,45.640,45.640,45.640,44.870,45.470,44.680,44.270,44.270,45.410,43.620,43.800,44.260,44.460,44.260,43.830,50.000,43.640,43.190,43.190,44.040,44.040,44.040,44.040,44.040,44.350,44.470,44.640,44.210,43.810,43.810,43.640,43.640,43.640,43.640,43.830,43.640,44.070,43.650,43.440,43.650,43.020,43.610,44.210,43.780,43.780,44.050,44.050,44.260,44.050,43.620,44.230,44.870,44.660,44.660,44.230,44.230,43.620,43.430,44.470,43.640,44.070,44.070,44.070,44.070,43.620,44.010,43.620,42.150,43.620,42.510,42.710,43.100,42.710,42.710,43.100,42.680,42.680,42.290,42.680,42.170,41.560,41.380,40.960,40.450,40.870,40.740,40.740,40.740,41.500,41.500,41.140,41.330,41.330,41.330,40.740,41.140,40.870,40.740,41.140,40.760,40.760,40.760,40.960,40.960,40.960,40.960,40.960,40.760,40.960,40.460,40.370,41.530,41.530,42.170,41.730,40.040,40.040,40.200,40.200,41.350,38.580,38.830,40.000,40.000,39.120,39.780,40.000,39.780,40.300,40.300,42.020,40.560,41.310,41.690,42.980,44.140,44.320,44.320,45.170,46.060,46.620,45.220,45.430,45.430,45.430,45.430
4,Bawang Putih Bonggol,35.690,35.890,36.480,36.280,36.280,36.280,36.280,36.070,35.690,35.480,35.480,35.480,35.270,35.270,35.480,35.480,35.880,36.060,36.250,36.040,36.260,36.220,36.070,36.610,35.850,36.070,36.070,36.040,36.040,36.260,36.260,36.040,36.440,36.260,36.620,36.620,36.840,36.620,36.450,36.450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.230,32.970,32.970,32.710,32.970,32.970,32.970,32.970,33.230,33.730,33.730,33.730,33.730,33.730,33.730,35.660,35.470,35.470,35.270,35.660,35.010,35.000,35.000,35.000,35.000,35.000,35.200,35.000,33.840,33.840,34.050,34.250,34.060,34.050,33.840,34.050,33.840,33.840,33.010,33.010,33.010,33.010,32.810,32.810,32.810,33.010,33.010,33.010,33.010,32.810,33.210,33.010,33.010,33.210,33.210,33.210,33.010,32.810,33.590,32.810,32.810,32.810,33.080,32.870,34.710,33.510,33.510,33.510,33.300,32.010,32.010,32.010,31.780,33.100,31.780,32.010,31.540,31.780,31.780,31.780,32.820,31.220,31.790,31.600,31.130,31.280,31.280,31.280,31.280,31.440,31.520,31.520,34.290,31.750,31.750,31.750,31.750,31.750,31.280,31.280,31.750,31.750,31.280,31.280,31.280,31.280,31.280,31.110,30.880,30.880,31.110,31.110,30.880,31.110,31.110,30.880,30.880,31.110,30.880,30.880,30.880,31.110,31.110,31.110,30.880,31.100,30.880,30.880,31.370,30.640,30.640,30.880,30.880,31.040,32.760,30.640,32.240,30.390,30.390,30.640,31.370,31.370,31.370,31.370,31.370,32.240,31.370,31.620,31.620,31.860,31.860,31.860,31.620,31.620,32.090,31.340,31.110,31.340,31.690,29.490,31.340,31.340,31.560,31.560,31.970,32.170,31.970,31.970,32.400,32.400,32.610,32.610,33.290,32.610,32.610,32.400,32.610,32.610,32.610,40.000,32.610,32.810,32.610,32.610,33.200,32.810,32.810,32.810,33.240,33.010,33.590,33.590,33.380,32.960,31.750,32.510,32.270,32.270,31.520,31.280,32.190,32.010,31.750,32.190,31.520,31.120,31.590,31.120,31.120,31.120,31.590,31.360,31.590,31.360,31.930,32.360,32.120,32.120,32.360,32.740,32.180,31.700,32.510,32.740,33.730,33.730,34.170,36.200,34.170,34.640,33.920,31.910,33.570,33.570,33.570,36.650,34.780,34.220,36.410,34.580,34.430,34.580,34.750,34.990,34.360,34.580,35.600,36.200,36.200,35.460,35.460,35.650,35.650,35.650,35.650,35.650,35.650,35.650,35.650,35.460,35.460,35.050,35.460,35.260,35.260,35.460,35.260,35.460,35.280,35.070,35.280,34.860,35.070,36.730,35.280,35.640,35.640,37.460,35.830,35.410,35.410,36.550,36.550,38.470,35.050,35.050,35.780,35.990,36.600,35.990,35.780,35.780,35.780,35.780,37.100,36.630,35.990,35.560,35.780,35.990,35.990,36.850,37.940,36.510,37.670,35.990,35.990,35.990,36.200,36.200
5,Cabai Merah Keriting,75.650,78.620,76.980,78.130,79.210,73.310,73.310,72.230,68.090,75.180,75.180,75.180,70.680,69.210,69.210,66.810,62.460,61.530,61.710,63.390,64.340,64.340,64.340,66.830,65.480,66.460,66.460,75.030,75.030,75.030,73.010,73.010,74.100,71.080,72.590,73.500,75.570,80.400,81.770,76.070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.410,87.190,87.190,88.010,79.440,81.460,83.090,81.520,82.060,79.960,78.870,79.890,78.280,77.130,79.370,79.370,78.280,78.280,75.180,75.100,80.500,77.130,76.070,75.030,75.030,75.030,77.130,74.870,74.870,74.870,86.000,80.900,73.640,77.280,77.280,76.220,72.990,73.830,71.190,70.290,69.790,75.030,72.750,71.490,71.490,71.410,71.910,69.720,70.760,71.300,71.160,71.810,68.480,69.720,71.820,72.040,75.910,73.600,68.530,70.680,69.640,68.930,70.320,69.290,70.400,67.410,67.410,70.410,67.410,65.370,64.980,65.370,66.520,68.260,64.410,66.430,65.850,65.850,65.450,65.450,66.890,65.040,65.040,65.450,65.450,64.410,64.410,65.450,64.320,65.280,63.110,61.190,60.280,60.410,59.450,60.410,62.300,63.730,60.630,60.630,62.520,60.290,58.450,60.410,61.190,60.490,61.470,63.590,60.490,60.490,62.460,61.160,59.150,64.490,62.650,62.650,60.510,59.370,59.370,58.130,57.200,55.360,55.470,55.190,55.060,57.550,60.630,60.630,55.950,56.680,59.000,56.120,56.120,57.200,55.200,56.120,53.900,56.120,56.240,58.060,59.000,58.060,55.870,56.850,57.420,56.790,56.810,54.940,54.940,54.940,54.940,58.550,54.070,53.900,53.900,53.050,53.050,52.780,56.250,50.490,53.900,53.900,53.900,55.500,55.500,59.430,57.200,58.300,56.250,56.010,56.010,56.010,56.570,56.250,56.250,57.770,58.630,58.630,58.630,80.000,56.680,56.190,56.190,54.710,54.710,54.710,55.190,55.190,57.040,55.190,58.000,58.000,58.000,56.790,55.900,54.840,54.840,54.840,54.040,54.040,53.700,53.410,52.450,51.230,51.230,47.890,49.390,48.910,50.570,50.320,51.390,51.390,51.390,52.150,51.680,52.450,49.830,49.040,50.080,51.970,51.440,54.310,54.540,53.510,54.310,54.310,54.310,55.360,54.310,54.200,55.840,53.420,56.070,55.250,55.020,61.430,63.710,64.220,63.340,64.050,61.760,61.760,63.820,64.680,63.460,63.460,65.180,65.440,64.540,65.780,64.820,67.240,69.340,68.510,68.510,67.630,65.380,65.250,65.250,65.250,62.520,62.520,57.530,54.650,61.470,59.210,59.850,58.160,57.240,58.160,59.400,59.580,59.580,62.850,59.080,59.780,58.840,65.220,63.040,66.230,71.130,76.170,75.600,84.850,72.320,68.830,63.200,61.530,63.460,62.360,62.360,62.520,58.550,57.620,59.580,58.630,58.630,57.530,57.530,58.630,59.100,58.160,57.700,56.460,57.700,60.280,60.280,62.630,59.760,59.580
6,Cabai Rawit Merah,86.350,89.480,89.480,76.730,79.580,80.400,79.370,78.280,71.260,73.190,72.440,73.450,67.730,67.000,69.490,69.490,69.770,68.170,69.710,72.370,72.370,71.300,76.720,78.640,74.500,77.720,77.570,77.270,77.270,81.720,80.600,81.480,82.360,80.150,85.690,89.920,85.380,85.940,90.260,93.090,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139.870,139.870,135.260,133.200,130.020,128.960,124.360,120.110,116.340,111.700,102.090,98.430,99.240,98.430,97.830,96.070,94.260,94.260,94.510,95.280,105.690,102.700,103.810,103.290,101.290,106.360,106.700,112.020,109.510,112.250,98.430,98.380,104.870,105.880,104.010,104.010,96.660,96.660,94.400,91.170,86.960,89.400,87.490,88.550,88.550,88.550,88.610,86.420,85.380,83.790,83.600,82.990,82.990,83.960,84.000,84.440,80.250,76.980,78.200,79.370,78.280,77.480,79.300,77.060,77.670,77.280,75.100,75.380,76.490,71.430,69.670,69.150,68.260,78.020,67.410,67.540,62.880,67.010,65.750,67.660,72.970,70.170,74.750,75.050,75.230,75.470,72.540,73.370,76.720,76.830,76.630,78.660,79.610,78.660,77.790,77.320,77.590,76.440,75.520,76.570,76.830,74.660,74.660,73.040,73.040,72.210,72.210,70.850,71.660,70.740,69.100,68.080,66.890,67.660,66.660,68.750,66.810,65.080,66.050,65.080,62.940,59.400,58.450,56.120,56.850,60.280,58.060,59.180,59.180,59.180,61.280,60.040,62.270,62.340,61.780,57.060,59.250,57.270,60.770,62.460,62.940,64.150,63.660,63.660,70.610,79.270,70.610,68.850,67.020,66.360,68.250,64.770,63.990,62.640,63.110,67.000,66.510,66.510,67.110,63.510,67.090,65.930,69.510,72.560,73.570,80.780,82.100,81.110,78.200,72.700,73.770,71.820,77.070,75.630,75.630,76.720,78.790,79.220,79.220,100.000,81.440,83.390,83.390,79.690,78.790,78.790,79.690,77.720,77.300,74.740,77.690,77.690,78.770,77.610,74.320,71.840,73.550,72.720,71.420,71.840,72.230,71.990,72.280,72.280,70.170,68.470,65.600,65.600,66.160,67.780,67.780,66.960,66.960,68.560,68.970,68.140,67.820,68.880,70.950,74.430,74.380,76.220,76.420,77.350,78.560,79.780,83.130,86.570,88.160,89.070,90.230,90.240,91.740,90.850,92.500,90.580,96.560,97.980,98.050,100.450,96.250,101.430,103.930,107.620,107.620,105.590,103.190,106.190,107.020,106.080,106.930,101.810,102.180,97.120,98.690,100.160,95.790,93.220,90.000,88.130,82.660,81.530,75.600,69.790,69.030,72.100,71.030,69.640,69.640,70.610,71.530,70.550,70.550,74.210,72.110,71.120,71.990,79.840,75.480,78.930,78.930,80.670,83.550,91.290,71.410,71.410,69.250,71.420,75.480,74.370,74.870,73.910,70.610,70.610,69.740,70.760,69.790,73.640,73.640,73.390,73.390,73.390,72.280,70.960,66.450,67.150,68.440,67.680,65.250,64.220
